experiment,model,arm,dataset,n,visual_requests,collected,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger,collection_rate
direct_rca,qwen3.6-27b,V,aiops2025,93,93,93,0.84561737,0.11028619,0.93837883,,0.64542166,0.034209596,0.037424786,0.28294396,,0.98349967,0.72980472,0.79839544,1.1317758,,1
direct_rca,qwen3.6-27b,V,re2_ob,90,90,90,0.84522505,0.10407355,0.92564103,,0.63634556,0.03177418,0.041619554,0.2902607,,0.96966943,0.67784917,0.88788381,1.1610428,,1
direct_rca,qwen3.6-27b,V,re2_tt,90,90,90,0.85792053,0.11747489,0.93205128,,0.60817222,0.045777067,0.044431559,0.30161915,,0.93998933,0.98808402,0.95125896,1.1669768,,1
direct_rca,qwen3.8-27b,H,aegislab,96,96,96,0.85669161,0.09725916,0.96033654,,0.65000038,0.031855266,0.031869617,0.28627474,,1.0222348,0.68893945,0.67988515,1.0732065,,1
direct_rca,qwen3.8-27b,H,aiops2022,100,100,100,0.86522425,0.090522838,0.95923077,,0.67434216,0.030614812,0.027061709,0.26798132,,1.0314003,0.65311598,0.57731645,1.0630393,,1
direct_rca,qwen3.8-27b,H,aiops2025,93,93,93,0.86405007,0.097608774,0.95947064,,0.66426744,0.0282476,0.024974484,0.28251048,,1.012217,0.60261547,0.532789,1.1300419,,1
direct_rca,qwen3.8-27b,H,re2_ob,90,90,90,0.86355458,0.087512956,0.96068376,,0.66595104,0.02900879,0.025162862,0.2798773,,1.0147825,0.61885418,0.53680773,1.1195092,,1
direct_rca,qwen3.8-27b,H,re2_tt,90,90,90,0.86445401,0.085897549,0.95811966,,0.65554791,0.034797189,0.028128577,0.28152633,,1.0135388,0.7525531,0.60171543,1.0908843,,1
direct_rca,qwen3.8-27b,P,aegislab,96,96,96,0.74455579,0.09186094,0.96253638,,,,,,1,,,,,1,1
direct_rca,qwen3.8-27b,P,aiops2022,100,100,100,0.74402646,0.10712737,0.95660819,,,,,,1,,,,,1,1
direct_rca,qwen3.8-27b,P,aiops2025,93,93,93,0.74991515,0.10183786,0.96278373,,,,,,1,,,,,1,1
direct_rca,qwen3.8-27b,P,re2_ob,90,90,90,0.74699162,0.10664894,0.95617911,,,,,,1,,,,,1,1
direct_rca,qwen3.8-27b,P,re2_tt,90,90,90,0.73347994,0.091263952,0.96277372,,,,,,1,,,,,1,1
direct_rca,qwen3.8-27b,R,aegislab,96,96,96,0.85409016,0.11258336,0.95392628,,0.66206941,0.027858339,0.0364056,0.27366665,,1.0405939,0.60459237,0.77665281,1.0248128,,1
direct_rca,qwen3.8-27b,R,aiops2022,100,100,100,0.85862657,0.11380276,0.94769231,,0.67179462,0.02523797,0.035373115,0.2675943,,1.0274943,0.53841003,0.75462644,1.0618394,,1
direct_rca,qwen3.8-27b,R,aiops2025,93,93,93,0.8611957,0.11682124,0.95037221,,0.66101168,0.025108538,0.033229931,0.28064985,,1.0072559,0.53564881,0.70890519,1.1225994,,1
direct_rca,qwen3.8-27b,R,re2_ob,90,90,90,0.85214609,0.10966578,0.9491453,,0.66073449,0.026536475,0.040046454,0.27268258,,1.0068335,0.56611147,0.85432435,1.0907303,,1
direct_rca,qwen3.8-27b,R,re2_tt,90,90,90,0.85816452,0.10440176,0.94700855,,0.65708089,0.026858408,0.03651107,0.27954963,,1.0158336,0.58294351,0.78086098,1.0830283,,1
direct_rca,qwen3.8-27b,V,aegislab,96,96,96,0.84639309,0.10570874,0.95953526,,0.65687124,0.025655371,0.028156884,0.28931651,,1.0327022,0.55531541,0.6006802,1.0832692,,1
direct_rca,qwen3.8-27b,V,aiops2022,100,100,100,0.85910555,0.086774214,0.96115385,,0.70066832,0.026398559,0.022299031,0.2506341,,1.0716593,0.56316925,0.47571265,0.9940784,,1
direct_rca,qwen3.8-27b,V,aiops2025,93,93,93,0.86449092,0.10105668,0.96071133,,0.68708498,0.02298903,0.02290174,0.26702425,,1.0469866,0.49043265,0.48857045,1.068097,,1
direct_rca,qwen3.8-27b,V,re2_ob,90,90,90,0.85592893,0.085155328,0.96111111,,0.6884771,0.02333525,0.021326729,0.26686092,,1.049108,0.49781866,0.45497022,1.0674437,,1
direct_rca,qwen3.8-27b,V,re2_tt,90,90,90,0.85809924,0.09675973,0.95641026,,0.63874494,0.041283815,0.03390643,0.28606482,,0.98764681,0.89156404,0.72566462,1.1087225,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aegislab,96,96,96,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aiops2022,100,100,100,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aiops2025,93,93,93,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,re2_ob,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,re2_tt,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,aegislab,96,96,96,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,aiops2022,100,100,100,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,aiops2025,93,93,93,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,re2_ob,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,re2_tt,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_hyb,aegislab,96,96,96,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2022,100,100,100,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2025,93,93,93,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_ob,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_tt,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_vis,aegislab,96,96,96,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2022,100,100,100,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2025,93,93,93,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_ob,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_tt,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_hyb,aegislab,96,96,96,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2022,100,100,100,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,93,93,93,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,96,96,96,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,100,100,100,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,93,93,93,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,90,90,90,,,,,,,,,,,,,,,1
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,90,90,90,,,,,,,,,,,,,,,1
legacy_q9,gemma-4-26b-a4b,H,aegislab,96,96,96,0.84991455,0.11754636,0.86418269,1,0.63030709,0.022431295,0.043567818,0.30369379,,0.98011158,0.48275413,0.92944679,1.1665326,,1
legacy_q9,gemma-4-26b-a4b,H,aiops2022,100,100,100,0.84508927,0.12200667,0.86153846,1,0.62253302,0.023958696,0.044521714,0.30898657,,0.94935885,0.51111885,0.94979656,1.2340034,,1
legacy_q9,gemma-4-26b-a4b,H,aiops2025,93,93,93,0.84582127,0.12678697,0.84656741,1,0.59518782,0.021629188,0.046065279,0.33711772,,0.90772474,0.46142267,0.98272594,1.3463733,,1
legacy_q9,gemma-4-26b-a4b,H,re2_ob,90,90,90,0.83910921,0.11183739,0.90769231,1,0.64070974,0.0246218,0.049368596,0.28529987,,0.9763196,0.52526507,1.0531967,1.1411995,,1
legacy_q9,gemma-4-26b-a4b,H,re2_tt,90,90,90,0.84846829,0.12598279,0.87307692,1,0.62282509,0.020285353,0.047226337,0.30966322,,0.97055963,0.44446863,1.0074952,1.1869139,,1
legacy_q9,gemma-4-26b-a4b,P,aegislab,96,96,96,0.79348729,0.25383517,0.75004942,,,,,,1,,,,,1,1
legacy_q9,gemma-4-26b-a4b,P,aiops2022,100,100,100,0.79702264,0.26734227,0.72462764,,,,,,1,,,,,1,1
legacy_q9,gemma-4-26b-a4b,P,aiops2025,93,93,93,0.79865146,0.27315034,0.72223666,,,,,,1,,,,,1,1
legacy_q9,gemma-4-26b-a4b,P,re2_ob,90,90,90,0.79287772,0.23704914,0.75613869,,,,,,1,,,,,1,1
legacy_q9,gemma-4-26b-a4b,P,re2_tt,90,90,90,0.78920581,0.23895384,0.76014844,,,,,,1,,,,,1,1
legacy_q9,gemma-4-26b-a4b,V,aegislab,96,96,96,0.86598811,0.1173355,0.86979167,1,0.62816174,0.024118038,0.043217977,0.30450224,,0.97659123,0.51901997,0.92198351,1.1685485,,1
legacy_q9,gemma-4-26b-a4b,V,aiops2022,100,100,100,0.86170068,0.12198929,0.86576923,1,0.62351744,0.026048534,0.043413537,0.30702049,,0.9508634,0.55570206,0.92615545,1.2261726,,1
legacy_q9,gemma-4-26b-a4b,V,aiops2025,93,93,93,0.86246043,0.12572407,0.84408602,1,0.60027478,0.024234096,0.045952403,0.32953872,,0.91545116,0.51699406,0.98031793,1.3159771,,1
legacy_q9,gemma-4-26b-a4b,V,re2_ob,90,90,90,0.85911415,0.11064192,0.91410256,1,0.63975954,0.027834684,0.04720401,0.28520177,,0.97487167,0.5938066,1.0070189,1.1408071,,1
legacy_q9,gemma-4-26b-a4b,V,re2_tt,90,90,90,0.86480901,0.12516624,0.87521368,1,0.62412806,0.022303318,0.046069301,0.30749932,,0.97229774,0.48811415,0.98281176,1.1771518,,1
legacy_q9,qwen3.6-27b,H,aegislab,96,96,96,0.84664989,0.10066563,0.95232372,1,0.62888858,0.040581773,0.044370193,0.28615946,,0.97705801,0.87320339,0.94656411,1.094775,,1
legacy_q9,qwen3.6-27b,H,aiops2022,100,100,100,0.85149013,0.10630592,0.94615385,1,0.62548404,0.040673429,0.043334516,0.29050801,,0.9538149,0.86769983,0.92446968,1.1600955,,1
legacy_q9,qwen3.6-27b,H,aiops2025,93,93,93,0.84762765,0.097362087,0.9433416,1,0.60873078,0.045630094,0.04104528,0.30459384,,0.92833188,0.97344201,0.87563264,1.2162188,,1
legacy_q9,qwen3.6-27b,H,re2_ob,90,90,90,0.84190585,0.11301495,0.95213675,1,0.62009762,0.032926787,0.047480325,0.29949527,,0.94491066,0.70243812,1.0129136,1.1979811,,1
legacy_q9,qwen3.6-27b,H,re2_tt,90,90,90,0.84256779,0.10928632,0.9542735,1,0.60166882,0.045256263,0.047390499,0.30568442,,0.93594105,0.98562513,1.0109973,1.1634928,,1
legacy_q9,qwen3.6-27b,P,aegislab,96,96,96,0.80237276,0.10723237,0.95272552,,,,,,1,,,,,1,1
legacy_q9,qwen3.6-27b,P,aiops2022,100,100,100,0.79725515,0.12923451,0.93978476,,,,,,1,,,,,1,1
legacy_q9,qwen3.6-27b,P,aiops2025,93,93,93,0.80125309,0.12756226,0.94256195,,,,,,1,,,,,1,1
legacy_q9,qwen3.6-27b,P,re2_ob,90,90,90,0.78372974,0.12513659,0.94398175,,,,,,1,,,,,1,1
legacy_q9,qwen3.6-27b,P,re2_tt,90,90,90,0.78359818,0.12365397,0.93957533,,,,,,1,,,,,1,1
legacy_q9,qwen3.6-27b,V,aegislab,96,96,96,0.84910295,0.10403152,0.9375,1,0.63883173,0.039246573,0.04012387,0.28179782,,0.99248512,0.8456559,0.85597589,1.0776618,,1
legacy_q9,qwen3.6-27b,V,aiops2022,100,100,100,0.85901347,0.11042415,0.93384615,1,0.63084753,0.038483878,0.039342966,0.29132563,,0.96199276,0.82098939,0.8393166,1.1632897,,1
legacy_q9,qwen3.6-27b,V,aiops2025,93,93,93,0.85443129,0.099122262,0.93217535,1,0.61080163,0.0440848,0.03709235,0.30802122,,0.93151118,0.94047572,0.79130346,1.2300276,,1
legacy_q9,qwen3.6-27b,V,re2_ob,90,90,90,0.84249868,0.11566959,0.93461538,1,0.63626462,0.032786404,0.043464379,0.2874846,,0.96954608,0.69944328,0.92724009,1.1499384,,1
legacy_q9,qwen3.6-27b,V,re2_tt,90,90,90,0.8449193,0.11292731,0.93931624,1,0.61579033,0.04243224,0.041093612,0.30068382,,0.958135,0.92538974,0.87666373,1.1451969,,1
legacy_q9,qwen3.8-27b,H,aegislab,96,96,96,0.86061205,0.094323539,0.96033654,1,0.65345449,0.031961929,0.032142473,0.2824411,,1.027245,0.69228804,0.68570608,1.0571258,,1
legacy_q9,qwen3.8-27b,H,aiops2022,100,100,100,0.86264077,0.089293653,0.95846154,1,0.678842,0.02917758,0.026194452,0.26578596,,1.0382666,0.62245505,0.55881498,1.0542917,,1
legacy_q9,qwen3.8-27b,H,aiops2025,93,93,93,0.86677121,0.096902874,0.95822994,1,0.66098038,0.028299562,0.025158153,0.28556191,,1.0072082,0.60372398,0.53670726,1.1422476,,1
legacy_q9,qwen3.8-27b,H,re2_ob,90,90,90,0.86615961,0.085777774,0.96068376,1,0.66838305,0.029733225,0.0247662,0.27711752,,1.0184885,0.63430879,0.52834559,1.1084701,,1
legacy_q9,qwen3.8-27b,H,re2_tt,90,90,90,0.86680267,0.083996566,0.95982906,1,0.65017294,0.03580248,0.02907312,0.28495146,,1.0056056,0.77212411,0.62175058,1.1051374,,1
legacy_q9,qwen3.8-27b,P,aegislab,96,96,96,0.76268588,0.095145226,0.96353375,,,,,,1,,,,,1,1
legacy_q9,qwen3.8-27b,P,aiops2022,100,100,100,0.76554313,0.11012594,0.96280356,,,,,,1,,,,,1,1
legacy_q9,qwen3.8-27b,P,aiops2025,93,93,93,0.76699812,0.10577555,0.96281355,,,,,,1,,,,,1,1
legacy_q9,qwen3.8-27b,P,re2_ob,90,90,90,0.76830204,0.099443801,0.95960582,,,,,,1,,,,,1,1
legacy_q9,qwen3.8-27b,P,re2_tt,90,90,90,0.76418089,0.10353753,0.96288082,,,,,,1,,,,,1,1
legacy_q9,qwen3.8-27b,V,aegislab,96,96,96,0.86675813,0.092850165,0.96073718,1,0.67583815,0.029001895,0.028322478,0.26683748,,1.0623583,0.62760794,0.60421287,0.99805284,,1
legacy_q9,qwen3.8-27b,V,aiops2022,100,100,100,0.88138047,0.088331759,0.96076923,1,0.6810722,0.030296809,0.024667825,0.26396316,,1.0416717,0.64633192,0.52624693,1.046927,,1
legacy_q9,qwen3.8-27b,V,aiops2025,93,93,93,0.87860758,0.094574539,0.9611249,1,0.67001081,0.02797545,0.022828137,0.2791856,,1.0209689,0.59680959,0.48700026,1.1167424,,1
legacy_q9,qwen3.8-27b,V,re2_ob,90,90,90,0.87045416,0.083437317,0.96153846,1,0.69178598,0.025885215,0.022956687,0.25937212,,1.0541501,0.55221793,0.48974266,1.0374885,,1
legacy_q9,qwen3.8-27b,V,re2_tt,90,90,90,0.87202854,0.083368327,0.95982906,1,0.67341224,0.032865826,0.0252837,0.26843823,,1.0411701,0.70966076,0.5409863,1.0397591,,1
matched_rca,gemma-4-26b-a4b,H,aegislab,96,96,96,0.85428708,0.11968751,0.87940705,,0.62908054,0.021394304,0.040603091,0.30892207,,0.98865313,0.46436572,0.86619928,1.1562089,,1
matched_rca,gemma-4-26b-a4b,H,aiops2022,100,100,100,0.85049711,0.12561349,0.86192308,,0.61982164,0.024286765,0.041881244,0.31401035,,0.94800642,0.51811764,0.89346655,1.2458713,,1
matched_rca,gemma-4-26b-a4b,H,aiops2025,93,93,93,0.84500037,0.12436477,0.87179487,,0.62470545,0.02271484,0.03559259,0.31698712,,0.95193212,0.48458325,0.75930859,1.2679485,,1
matched_rca,gemma-4-26b-a4b,H,re2_ob,90,90,90,0.84558612,0.10023677,0.90512821,,0.6163528,0.025166984,0.038611968,0.31986825,,0.93920427,0.53689566,0.82372199,1.279473,,1
matched_rca,gemma-4-26b-a4b,H,re2_tt,90,90,90,0.85115143,0.12784729,0.87820513,,0.62714161,0.021661124,0.038889905,0.31230736,,0.96989729,0.46766375,0.83312669,1.2121401,,1
matched_rca,gemma-4-26b-a4b,P,aegislab,96,96,96,0.78749092,0.24368217,0.75508787,,,,,,1,,,,,1,1
matched_rca,gemma-4-26b-a4b,P,aiops2022,100,100,100,0.78626188,0.26406559,0.72267024,,,,,,1,,,,,1,1
matched_rca,gemma-4-26b-a4b,P,aiops2025,93,93,93,0.78795871,0.27339836,0.72105151,,,,,,1,,,,,1,1
matched_rca,gemma-4-26b-a4b,P,re2_ob,90,90,90,0.78984413,0.23574149,0.74919937,,,,,,1,,,,,1,1
matched_rca,gemma-4-26b-a4b,P,re2_tt,90,90,90,0.78476546,0.23605968,0.76224126,,,,,,1,,,,,1,1
matched_rca,gemma-4-26b-a4b,R,aegislab,96,96,96,0.8567994,0.1614018,0.84014423,,0.6108102,0.031374978,0.057830983,0.29998384,,0.95945777,0.68595954,1.2337276,1.1226149,,1
matched_rca,gemma-4-26b-a4b,R,aiops2022,100,100,100,0.85463963,0.16182725,0.85115385,,0.61291042,0.031528911,0.053717962,0.30184271,,0.93735077,0.67261676,1.1459832,1.1976988,,1
matched_rca,gemma-4-26b-a4b,R,aiops2025,93,93,93,0.85092799,0.15968068,0.84698098,,0.60032464,0.032494449,0.050899152,0.31628175,,0.91478041,0.69321492,1.0858486,1.265127,,1
matched_rca,gemma-4-26b-a4b,R,re2_ob,90,90,90,0.85062705,0.1253846,0.89401709,,0.615959,0.03445946,0.05181297,0.29776857,,0.93860419,0.73513514,1.1053434,1.1910743,,1
matched_rca,gemma-4-26b-a4b,R,re2_tt,90,90,90,0.85560512,0.15914646,0.85299145,,0.61640173,0.029620552,0.054390575,0.29958715,,0.95286851,0.65031471,1.1695477,1.1616503,,1
matched_rca,gemma-4-26b-a4b,V,aegislab,96,96,96,0.86169955,0.12107478,0.8818109,,0.62818291,0.021567899,0.040426444,0.30982274,,0.98718284,0.46833588,0.8624308,1.1593094,,1
matched_rca,gemma-4-26b-a4b,V,aiops2022,100,100,100,0.8591439,0.12650908,0.86346154,,0.61702737,0.024209802,0.042690219,0.31607261,,0.94373425,0.51647578,0.91072466,1.2540422,,1
matched_rca,gemma-4-26b-a4b,V,aiops2025,93,93,93,0.85344768,0.1245177,0.87055418,,0.61727607,0.023335207,0.036351567,0.32303715,,0.94061116,0.49781775,0.7755001,1.2921486,,1
matched_rca,gemma-4-26b-a4b,V,re2_ob,90,90,90,0.85475653,0.09919467,0.90512821,,0.61239242,0.025133772,0.036916621,0.32555719,,0.9331694,0.53618714,0.78755457,1.3022288,,1
matched_rca,gemma-4-26b-a4b,V,re2_tt,90,90,90,0.86434425,0.12839493,0.88247863,,0.62750401,0.022129013,0.038960326,0.31140665,,0.97015827,0.47793274,0.83521837,1.2075682,,1
matched_rca,qwen3.6-27b,H,aegislab,96,96,96,0.83602159,0.10757907,0.94871795,,0.61853615,0.03898563,0.043133225,0.299345,,0.97172687,0.84356099,0.92017546,1.1172814,,1
matched_rca,qwen3.6-27b,H,aiops2022,100,100,100,0.83663452,0.11168327,0.94653846,,0.62942939,0.035990336,0.042061121,0.29251915,,0.96257822,0.76779384,0.89730392,1.1600302,,1
matched_rca,qwen3.6-27b,H,aiops2025,93,93,93,0.83175933,0.1075006,0.9433416,,0.6223211,0.038295247,0.039375127,0.30000853,,0.94829881,0.81696526,0.84000272,1.2000341,,1
matched_rca,qwen3.6-27b,H,re2_ob,90,90,90,0.83363334,0.09953567,0.95512821,,0.63398828,0.032393394,0.043503292,0.29011503,,0.96607739,0.69105907,0.92807022,1.1604601,,1
matched_rca,qwen3.6-27b,H,re2_tt,90,90,90,0.83220667,0.11321833,0.94700855,,0.61667675,0.039997333,0.038115732,0.30521019,,0.95314792,0.86303958,0.81630573,1.1807414,,1
matched_rca,qwen3.6-27b,P,aegislab,41,41,41,0.78942225,0.11681315,0.95343364,,,,,,1,,,,,1,1
matched_rca,qwen3.6-27b,P,aiops2022,100,100,100,0.77996398,0.127445,0.93128758,,,,,,1,,,,,1,1
matched_rca,qwen3.6-27b,P,aiops2025,93,93,93,0.7943341,0.12653825,0.94278483,,,,,,1,,,,,1,1
matched_rca,qwen3.6-27b,P,re2_ob,90,90,90,0.77258095,0.12208637,0.94208605,,,,,,1,,,,,1,1
matched_rca,qwen3.6-27b,P,re2_tt,90,90,90,0.77271947,0.11448911,0.94515899,,,,,,1,,,,,1,1
matched_rca,qwen3.6-27b,R,aegislab,96,96,96,0.82865845,0.16196781,0.93389423,,0.55935746,0.046517898,0.075687411,0.31843723,,0.87889627,1.007526,1.6146648,1.1938288,,1
matched_rca,qwen3.6-27b,R,aiops2022,100,100,100,0.8340971,0.17151767,0.91961538,,0.56610367,0.040186908,0.067839274,0.32587015,,0.86585559,0.8573207,1.4472378,1.2936885,,1
matched_rca,qwen3.6-27b,R,aiops2025,93,93,93,0.82891434,0.15960544,0.92721257,,0.55999157,0.045462209,0.065407884,0.32913834,,0.85332049,0.96986045,1.3953682,1.3165534,,1
matched_rca,qwen3.6-27b,R,re2_ob,90,90,90,0.83655958,0.1478644,0.91709402,,0.55968107,0.041815961,0.075211354,0.32329161,,0.85284735,0.89207383,1.6045089,1.2931664,,1
matched_rca,qwen3.6-27b,R,re2_tt,90,90,90,0.83176061,0.157737,0.93034188,,0.56599051,0.043213986,0.066661701,0.3241338,,0.87460758,0.9356102,1.4257833,1.2553355,,1
matched_rca,qwen3.6-27b,V,aegislab,96,96,96,0.84791585,0.11035667,0.93830128,,0.63220253,0.034917791,0.038882101,0.29399758,,0.99327324,0.75532735,0.82948481,1.0976173,,1
matched_rca,qwen3.6-27b,V,aiops2022,100,100,100,0.84352701,0.10802217,0.94576923,,0.63068066,0.038128628,0.043335876,0.28785484,,0.96455202,0.81341073,0.92449869,1.1416811,,1
matched_rca,qwen3.6-27b,V,aiops2025,93,93,93,0.84252827,0.10941267,0.93258892,,0.64314071,0.035287375,0.037584356,0.28398756,,0.98002394,0.75279734,0.80179959,1.1359502,,1
matched_rca,qwen3.6-27b,V,re2_ob,90,90,90,0.83212431,0.1013495,0.93888889,,0.64054361,0.03177525,0.039859085,0.28782205,,0.97606645,0.677872,0.85032715,1.1512882,,1
matched_rca,qwen3.6-27b,V,re2_tt,90,90,90,0.8538863,0.12038407,0.92991453,,0.61007947,0.043260282,0.042282261,0.30437799,,0.94286566,0.93352496,0.90549244,1.1771597,,1
matched_rca,qwen3.8-27b,H,aegislab,96,96,96,0.85802813,0.097965577,0.96073718,,0.64720691,0.032524917,0.031973041,0.28829513,,1.0176894,0.70363086,0.68209155,1.0800177,,1
matched_rca,qwen3.8-27b,H,aiops2022,100,100,100,0.86373379,0.091655553,0.96,,0.6749939,0.030919693,0.027183837,0.26690257,,1.0323686,0.65962011,0.57992186,1.0587188,,1
matched_rca,qwen3.8-27b,H,aiops2025,93,93,93,0.86266097,0.098049718,0.9598842,,0.66372817,0.028463174,0.025099497,0.28270916,,1.0113953,0.60721437,0.53545594,1.1308366,,1
matched_rca,qwen3.8-27b,H,re2_ob,90,90,90,0.86201981,0.088315008,0.96111111,,0.66534377,0.029553818,0.025299457,0.27980295,,1.0138572,0.63048146,0.53972175,1.1192118,,1
matched_rca,qwen3.8-27b,H,re2_tt,90,90,90,0.86261634,0.086407505,0.95897436,,0.65437226,0.035308117,0.028415391,0.28190424,,1.0116729,0.76283133,0.60786358,1.0920435,,1
matched_rca,qwen3.8-27b,P,aegislab,96,96,96,0.74230371,0.092456621,0.95950233,,,,,,1,,,,,1,1
matched_rca,qwen3.8-27b,P,aiops2022,100,100,100,0.74376198,0.11095363,0.95224858,,,,,,1,,,,,1,1
matched_rca,qwen3.8-27b,P,aiops2025,93,93,93,0.75412093,0.1031477,0.95987523,,,,,,1,,,,,1,1
matched_rca,qwen3.8-27b,P,re2_ob,90,90,90,0.74382262,0.10588769,0.95705078,,,,,,1,,,,,1,1
matched_rca,qwen3.8-27b,P,re2_tt,90,90,90,0.72902506,0.089642511,0.96629718,,,,,,1,,,,,1,1
matched_rca,qwen3.8-27b,R,aegislab,96,96,96,0.85301063,0.11337571,0.95192308,,0.66179495,0.02846222,0.037086494,0.27265634,,1.0402687,0.61758338,0.79117853,1.0212608,,1
matched_rca,qwen3.8-27b,R,aiops2022,100,100,100,0.85716835,0.1144922,0.94730769,,0.67164909,0.025136062,0.035395406,0.26781944,,1.0272953,0.53623599,0.755102,1.0628222,,1
matched_rca,qwen3.8-27b,R,aiops2025,93,93,93,0.85909088,0.11708035,0.94665012,,0.66112171,0.025681639,0.033588353,0.2796083,,1.0074236,0.54787497,0.71655153,1.1184332,,1
matched_rca,qwen3.8-27b,R,re2_ob,90,90,90,0.85268742,0.11088393,0.94786325,,0.65628227,0.027102528,0.040952007,0.27566319,,1.0000492,0.57818727,0.87364281,1.1026528,,1
matched_rca,qwen3.8-27b,R,re2_tt,90,90,90,0.85594227,0.10550062,0.9457265,,0.65539012,0.027389384,0.036642256,0.28057824,,1.0132538,0.59434481,0.78366192,1.0871805,,1
matched_rca,qwen3.8-27b,V,aegislab,96,96,96,0.84717044,0.10472594,0.96073718,,0.66118481,0.026502469,0.027368938,0.28494379,,1.0394283,0.57350823,0.58387068,1.0665707,,1
matched_rca,qwen3.8-27b,V,aiops2022,100,100,100,0.85405366,0.087574573,0.96115385,,0.70230681,0.027082954,0.024019433,0.2465908,,1.0741541,0.57776968,0.51241457,0.97797743,,1
matched_rca,qwen3.8-27b,V,aiops2025,93,93,93,0.856788,0.098688146,0.96071133,,0.69867804,0.021915853,0.022615226,0.25679088,,1.0646523,0.46753819,0.48245816,1.0271635,,1
matched_rca,qwen3.8-27b,V,re2_ob,90,90,90,0.85458201,0.085581556,0.96111111,,0.68213097,0.024087361,0.020685887,0.27309578,,1.0394377,0.51386371,0.44129892,1.0923831,,1
matched_rca,qwen3.8-27b,V,re2_tt,90,90,90,0.8662868,0.096734063,0.95512821,,0.62911455,0.043501927,0.033783657,0.29359987,,0.97270276,0.93901346,0.72304503,1.1376773,,1
typed_two_stage,gemma-4-26b-a4b,H,aegislab,96,96,96,0.85687911,0.11659686,0.86658654,1,0.63468529,0.021042258,0.040866047,0.3034064,,0.98926862,0.45416643,0.87180901,1.158937,,1
typed_two_stage,gemma-4-26b-a4b,H,aiops2022,100,100,100,0.85205106,0.12187364,0.86807692,1,0.62785294,0.023194671,0.041633858,0.30731853,,0.95814994,0.49481965,0.88818897,1.2251545,,1
typed_two_stage,gemma-4-26b-a4b,H,aiops2025,93,93,93,0.85035189,0.1243579,0.86186931,1,0.61223204,0.021152238,0.040176122,0.3264396,,0.93369955,0.45124774,0.85709061,1.3036913,,1
typed_two_stage,gemma-4-26b-a4b,H,re2_ob,90,90,90,0.84735559,0.10506194,0.90726496,1,0.63571948,0.024509608,0.045636663,0.29413425,,0.9687154,0.52287163,0.97358214,1.176537,,1
