experiment,model,arm,dataset,top1_outcome,n,normalized_attention_entropy,blank_attention_mass,top_10pct_evidence_precision,required_region_attention_mass,attn_M,attn_R,attn_L,attn_G,attn_ledger,focus_M,focus_R,focus_L,focus_G,focus_ledger
visual_counterfactual_rca,gemma-4-26b-a4b,H_neutral,re2_tt,incorrect,41,0.8507707,0.75915681,0.28236398,,0.74212027,0.012423869,0.018974895,0.22648096,,1.1636088,0.27890892,0.40479776,0.85285906,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aegislab,correct,44,0.86184394,0.11002882,0.87674825,,0.63118394,0.020847923,0.043021965,0.30494617,,0.98538937,0.44772759,0.91780193,1.1583962,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aegislab,incorrect,52,0.86233117,0.11751407,0.86908284,,0.62485286,0.022705924,0.037496157,0.31494506,,0.96776537,0.48853001,0.79991802,1.2172213,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2022,correct,11,0.85806331,0.11932492,0.88461538,,0.61833803,0.021916184,0.036601046,0.32314474,,0.94866795,0.46754525,0.78082232,1.2734631,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2022,incorrect,36,0.85941827,0.12322622,0.86965812,,0.61508632,0.02371971,0.041867514,0.31932646,,0.93727439,0.50602049,0.89317362,1.2773058,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2025,correct,17,0.85846884,0.12334774,0.86199095,,0.59215883,0.023315142,0.039133294,0.34539273,,0.90233727,0.49738971,0.83484361,1.3815709,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,aiops2025,incorrect,76,0.8577409,0.12544335,0.8638664,,0.59652927,0.022084887,0.042508068,0.33887777,,0.90988229,0.47114425,0.90683878,1.3526757,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_ob,correct,71,0.85030418,0.1062887,0.93011918,,0.61765926,0.026379802,0.048365239,0.3075957,,0.94119506,0.56276912,1.0317918,1.2303828,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_ob,incorrect,19,0.85100994,0.12250623,0.89676113,,0.62227416,0.030262676,0.037009122,0.31045404,,0.94822729,0.64560375,0.78952794,1.2418162,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_tt,correct,51,0.8593621,0.11985964,0.8974359,,0.61429787,0.021380076,0.039743569,0.32457849,,0.94904616,0.45864185,0.8478628,1.263319,
visual_counterfactual_rca,gemma-4-26b-a4b,H_placebo,re2_tt,incorrect,39,0.86003412,0.12568189,0.88560158,,0.61125091,0.019910289,0.043356224,0.32548258,,0.96264501,0.44722843,0.92493278,1.2197797,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aegislab,correct,39,0.86138317,0.10742747,0.88658777,,0.6332269,0.021285765,0.043252997,0.30223433,,0.98800255,0.45777911,0.9227306,1.1506614,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aegislab,incorrect,57,0.8627599,0.11877586,0.86707152,,0.62681646,0.022430869,0.037522163,0.31323051,,0.97206035,0.48262808,0.80047281,1.2080568,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2022,correct,11,0.85951317,0.12872225,0.86363636,,0.61860047,0.023971042,0.040991548,0.31643694,,0.94262929,0.51138222,0.87448635,1.2657478,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2022,incorrect,36,0.85859907,0.12159017,0.8707265,,0.61335845,0.023358943,0.041717405,0.32156521,,0.93657542,0.49832411,0.8899713,1.2805422,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2025,correct,18,0.85984876,0.11479621,0.88461538,,0.59369647,0.02338267,0.040248985,0.34267187,,0.90468034,0.49883029,0.858645,1.3706875,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,aiops2025,incorrect,75,0.85744663,0.12686683,0.85846154,,0.59453566,0.022061834,0.041746608,0.3416559,,0.9068628,0.47065246,0.8905943,1.3637581,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_ob,correct,69,0.85047832,0.10661114,0.93088071,,0.61823822,0.025378541,0.047473619,0.30890962,,0.94207729,0.54140888,1.0127705,1.2356385,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_ob,incorrect,21,0.85190595,0.11808605,0.91025641,,0.62568184,0.027168298,0.03964543,0.30750443,,0.95341995,0.57959036,0.84576917,1.2300177,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_tt,correct,53,0.86024233,0.11642079,0.90130624,,0.61504329,0.021007158,0.038654391,0.32529517,,0.95142344,0.45278242,0.82462701,1.2636756,
visual_counterfactual_rca,gemma-4-26b-a4b,H_targeted,re2_tt,incorrect,37,0.85852939,0.13101044,0.87214137,,0.60929672,0.021011137,0.043226078,0.32646606,,0.95864041,0.47182114,0.92215633,1.2229088,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aegislab,correct,23,0.83255453,0.099618106,0.94816054,,0.64582082,0.036432129,0.041891695,0.27585536,,1.0094385,0.78827991,0.89368949,1.0371909,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aegislab,incorrect,73,0.83246195,0.10028493,0.95205479,,0.63229816,0.0391178,0.040881588,0.28770245,,0.98031226,0.84095402,0.87214055,1.1056111,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2022,correct,12,0.83946796,0.10866258,0.94551282,,0.62109978,0.041846275,0.039597436,0.2974565,,0.94643777,0.89272054,0.84474531,1.189826,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2022,incorrect,35,0.83523982,0.11017849,0.94725275,,0.62945952,0.039097435,0.038226989,0.29321606,,0.9611272,0.83407861,0.8155091,1.1668134,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,correct,15,0.828065,0.097064457,0.94102564,,0.60897163,0.043409194,0.040176216,0.30744296,,0.9327378,0.92606281,0.85709261,1.2169427,
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,incorrect,78,0.83160466,0.096696504,0.94329389,,0.61057434,0.043813737,0.039061218,0.3065507,,0.930399,0.93469305,0.83330599,1.2262028,
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,correct,61,0.82431851,0.11709875,0.9369483,,0.62603362,0.029715056,0.044665189,0.29958614,,0.95395599,0.63392119,0.95285736,1.1983446,
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,incorrect,29,0.82440865,0.12160174,0.94297082,,0.61979982,0.030992689,0.045076936,0.30413055,,0.94445687,0.66117737,0.9616413,1.2165222,
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,correct,54,0.82348305,0.10953846,0.94871795,,0.60972181,0.041969572,0.041639267,0.30666935,,0.94062248,0.90472521,0.88830437,1.19107,
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,incorrect,36,0.8255985,0.11453733,0.95192308,,0.60121153,0.040730115,0.042936235,0.31512212,,0.94757153,0.90380461,0.91597301,1.1655224,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,correct,24,0.83040843,0.72077796,0.30769231,,0.6167909,0.022961173,0.02388807,0.33635985,,0.96062346,0.50412874,0.50961215,1.2785849,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,incorrect,72,0.82701481,0.7158777,0.30769231,,0.61875291,0.022338048,0.024106445,0.3348026,,0.96059319,0.47917097,0.51427082,1.2842597,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,correct,13,0.82268155,0.70842991,0.30769231,,0.62659131,0.021610839,0.023004129,0.32879372,,0.9548058,0.46103122,0.49075475,1.3151749,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,incorrect,34,0.82193864,0.70914025,0.30769231,,0.62512366,0.021991931,0.023178862,0.32970554,,0.95456066,0.46916119,0.4944824,1.3118322,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,correct,13,0.82911861,0.71538842,0.30769231,,0.62486469,0.020844815,0.023297263,0.33099324,,0.95217476,0.44468938,0.49700827,1.3239729,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,incorrect,80,0.83026372,0.71703694,0.30769231,,0.62484478,0.020107408,0.023006715,0.3320411,,0.95302393,0.42895803,0.49080993,1.3253335,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,correct,59,0.82339734,0.71733765,0.30769231,,0.62389465,0.024147557,0.018723905,0.33323389,,0.9506966,0.51514789,0.39944331,1.3329356,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,incorrect,31,0.82343687,0.71802157,0.30769231,,0.62260653,0.024534651,0.018874935,0.33398388,,0.94873376,0.52340589,0.40266527,1.3359355,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,correct,63,0.8309559,0.72136944,0.30769231,,0.61362555,0.022405805,0.025279213,0.33868943,,0.94865361,0.48638415,0.53928989,1.3116285,
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,incorrect,27,0.83252206,0.72062363,0.30769231,,0.61406945,0.021656199,0.025255064,0.33901928,,0.97030084,0.48768577,0.5387747,1.2458801,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,correct,17,0.83165754,0.09829156,0.94343891,,0.6433906,0.037004356,0.042714558,0.27689048,,1.0012788,0.80438689,0.91124391,1.0484154,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,incorrect,79,0.83276108,0.10057679,0.95277507,,0.63377968,0.038868993,0.040764428,0.2865869,,0.98415938,0.83519888,0.86964113,1.0979666,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,correct,14,0.838132,0.1135416,0.9478022,,0.62283609,0.040469749,0.039037129,0.29765703,,0.94908357,0.86335465,0.8327921,1.1906281,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,incorrect,33,0.83550187,0.10808356,0.94522145,,0.62907159,0.03954911,0.038349722,0.29302958,,0.96065511,0.84371434,0.81812739,1.1656953,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,correct,16,0.82862808,0.096836289,0.94230769,,0.60870493,0.0430608,0.03944537,0.3087889,,0.93200291,0.91863039,0.84150123,1.2229456,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,incorrect,77,0.83146645,0.096707379,0.94255744,,0.61066429,0.043928113,0.039158061,0.30624954,,0.93053605,0.93713308,0.83537197,1.2249982,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,correct,58,0.82516973,0.11670076,0.93501326,,0.62491939,0.029805248,0.045071075,0.30020429,,0.95225811,0.63584528,0.96151626,1.2008172,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,incorrect,32,0.82237893,0.1211869,0.94591346,,0.62311097,0.030853763,0.044341328,0.30169393,,0.94950244,0.65821362,0.94594833,1.2067757,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,correct,53,0.82327092,0.10834846,0.95065312,,0.60926742,0.041605431,0.041434891,0.30769225,,0.94156478,0.90236869,0.88394435,1.189871,
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,incorrect,37,0.82600389,0.11625421,0.94906445,,0.60167042,0.041264296,0.043089215,0.31397607,,0.94532399,0.9070284,0.91923659,1.1697365,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,correct,21,0.83461546,0.099016916,0.94505495,,0.63818539,0.036594048,0.044199465,0.28102109,,0.99975261,0.80410966,0.94292192,1.0471049,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,incorrect,75,0.83188015,0.1004626,0.95384615,,0.63469292,0.039062651,0.040190394,0.28605403,,0.98363549,0.83646804,0.85739507,1.1014544,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,correct,11,0.83410837,0.11057628,0.94755245,,0.62199199,0.039763915,0.040468418,0.29777568,,0.94779732,0.84829686,0.86332624,1.1911027,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,incorrect,36,0.83711033,0.10937593,0.94551282,,0.62835678,0.039790812,0.037906079,0.29394633,,0.95939711,0.84887065,0.80866301,1.1699293,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,correct,13,0.82785307,0.098273721,0.93491124,,0.61292832,0.042786464,0.040447931,0.30383728,,0.93398601,0.9127779,0.8628892,1.2153491,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,incorrect,80,0.83150279,0.096472662,0.94375,,0.6102026,0.043768639,0.039016763,0.307012,,0.93073192,0.93373096,0.83235761,1.2256615,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,correct,55,0.82542906,0.11669138,0.93706294,,0.62503176,0.029977647,0.045017171,0.29997342,,0.95242935,0.63952313,0.96036632,1.1998937,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,incorrect,35,0.82279072,0.12131231,0.93956044,,0.62306961,0.030556951,0.044614021,0.30175942,,0.9494394,0.65188163,0.95176579,1.2070377,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,correct,54,0.82322329,0.10872597,0.9508547,,0.60872089,0.042191584,0.041582881,0.30750464,,0.94058607,0.91362431,0.88710145,1.1903252,
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,incorrect,36,0.82581752,0.11564762,0.9508547,,0.60313722,0.040420775,0.043039287,0.31340272,,0.94829618,0.8911424,0.91817146,1.1649269,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,correct,21,0.85828052,0.098389023,0.95970696,,0.65447163,0.031208473,0.030174912,0.28414499,,1.0270522,0.67171584,0.64373145,1.0677845,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,incorrect,75,0.8579529,0.097825695,0.96102564,,0.64518873,0.032890552,0.032473567,0.28944715,,1.0150918,0.71250373,0.69276943,1.0833992,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,correct,9,0.86073096,0.092170272,0.96153846,,0.68830066,0.02990493,0.025189326,0.25660508,,1.0488391,0.63797184,0.5373723,1.0264203,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2022,incorrect,52,0.86427957,0.091691822,0.96005917,,0.67386504,0.030873479,0.027079267,0.26818222,,1.0283227,0.65863422,0.57769103,1.0693118,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,correct,14,0.86395646,0.098358885,0.96153846,,0.66606221,0.030193315,0.024974943,0.27876954,,1.0149519,0.64412405,0.53279878,1.1150781,
visual_counterfactual_rca,qwen3.8-27b,H_factual,aiops2025,incorrect,79,0.86244136,0.098000343,0.95959104,,0.66331366,0.028154234,0.025118726,0.28341338,,1.0107637,0.60062366,0.53586615,1.1336535,
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_ob,correct,48,0.86366622,0.086235225,0.96153846,,0.66691082,0.029203304,0.025103807,0.27878207,,1.0162451,0.62300382,0.53554788,1.1151283,
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_ob,incorrect,42,0.86007529,0.090678264,0.96062271,,0.66360493,0.029942344,0.025515041,0.28093769,,1.0112075,0.63876999,0.54432088,1.1237507,
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_tt,correct,48,0.86376614,0.081858233,0.9599359,,0.66016825,0.034813843,0.02787268,0.27714523,,1.0122511,0.74809935,0.59461717,1.0927623,
visual_counterfactual_rca,qwen3.8-27b,H_factual,re2_tt,incorrect,42,0.86130377,0.091621071,0.95787546,,0.64775576,0.035868697,0.029035997,0.28733954,,1.0110198,0.77957607,0.6230046,1.0911897,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aegislab,correct,20,0.77058059,0.64825254,0.30769231,,0.65877097,0.019581052,0.015849554,0.30579842,,1.0313264,0.42153642,0.33812381,1.1539921,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aegislab,incorrect,76,0.76882219,0.6454819,0.30769231,,0.65348796,0.019008437,0.015468446,0.31203516,,1.0288721,0.41541848,0.32999352,1.1663017,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2022,correct,7,0.76468483,0.63515475,0.30769231,,0.67217627,0.020036598,0.016538053,0.29124908,,1.0242686,0.42744742,0.3528118,1.1649963,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2022,incorrect,54,0.76538377,0.64287017,0.30769231,,0.66384958,0.017475201,0.01568339,0.30299183,,1.0129883,0.37280429,0.33457898,1.2082609,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2025,correct,14,0.7656659,0.64371317,0.30769231,,0.66767408,0.016763372,0.015147512,0.30041503,,1.0174081,0.3576186,0.32314693,1.2016601,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,aiops2025,incorrect,79,0.76311072,0.64093257,0.30769231,,0.66544106,0.015099408,0.014859488,0.30460004,,1.0140054,0.3221207,0.31700242,1.2184002,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_ob,correct,51,0.76422547,0.64533322,0.30769231,,0.66023633,0.022054316,0.016269895,0.30143946,,1.0060744,0.47049209,0.3470911,1.2057578,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_ob,incorrect,39,0.76505816,0.64737931,0.30769231,,0.65897689,0.023180076,0.016875984,0.30096705,,1.0041553,0.49450829,0.36002099,1.2038682,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_tt,correct,47,0.7688266,0.6450489,0.30769231,,0.66274229,0.015910193,0.015486082,0.30586143,,1.018191,0.3415672,0.33036975,1.2018972,
visual_counterfactual_rca,qwen3.8-27b,H_neutral,re2_tt,incorrect,43,0.76752898,0.64309967,0.30769231,,0.65661726,0.016895851,0.01518171,0.31130518,,1.0228682,0.37271747,0.32593876,1.1898144,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aegislab,correct,18,0.85972587,0.096601842,0.96153846,,0.65839079,0.032321751,0.030791791,0.27849566,,1.0289919,0.68953069,0.65689155,1.0558346,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aegislab,incorrect,78,0.85777979,0.098255469,0.96055227,,0.64455254,0.032571559,0.032226164,0.29064974,,1.014969,0.70685493,0.6874915,1.0859645,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2022,correct,10,0.86040449,0.092241106,0.96153846,,0.6810203,0.030810318,0.025813606,0.26235578,,1.0377452,0.65728679,0.55069026,1.0494231,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2022,incorrect,51,0.86438456,0.091620344,0.96003017,,0.67525332,0.030666416,0.026962732,0.26711753,,1.0304661,0.65421686,0.57520494,1.0649814,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2025,correct,16,0.8641578,0.099820602,0.96153846,,0.66792969,0.029899299,0.024479149,0.27769186,,1.0177976,0.6378517,0.52222184,1.1107675,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,aiops2025,incorrect,77,0.86243627,0.097603525,0.95904096,,0.66277457,0.028175531,0.025223307,0.2838266,,1.0099422,0.60107799,0.53809721,1.1353064,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_ob,correct,50,0.86232207,0.087108609,0.96076923,,0.66669124,0.0288208,0.024934202,0.27955376,,1.0159105,0.61484373,0.53192964,1.118215,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_ob,incorrect,40,0.86131076,0.089815919,0.96057692,,0.66364817,0.030354576,0.025747469,0.28024978,,1.0112734,0.64756428,0.54927934,1.1209991,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_tt,correct,46,0.86346256,0.081572797,0.95986622,,0.65936189,0.03512254,0.027899171,0.2776164,,1.0113033,0.7549984,0.59518231,1.0940384,
visual_counterfactual_rca,qwen3.8-27b,H_placebo,re2_tt,incorrect,44,0.86176865,0.091426789,0.95804196,,0.64926538,0.035490891,0.028899648,0.28634408,,1.0122389,0.77087298,0.61997739,1.0898711,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aegislab,correct,17,0.85933093,0.096142972,0.95927602,,0.64562449,0.032685648,0.031316233,0.29037363,,1.0112588,0.70452054,0.66807964,1.096908,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aegislab,incorrect,79,0.85769009,0.09842974,0.96105161,,0.6470768,0.032554817,0.032184849,0.28818354,,1.0183384,0.70482257,0.68661011,1.077649,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2022,correct,8,0.85973546,0.083941588,0.96153846,,0.68372405,0.029174603,0.024197489,0.26290386,,1.0418652,0.62239152,0.51621311,1.0516154,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2022,incorrect,53,0.86433718,0.092803853,0.96008708,,0.67531357,0.03089421,0.027107435,0.26668479,,1.0305023,0.65907649,0.57829195,1.0633902,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2025,correct,13,0.86329401,0.099884142,0.96153846,,0.66612115,0.028994158,0.024413785,0.2804709,,1.0150418,0.61854203,0.52082742,1.1218836,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,aiops2025,incorrect,80,0.86262409,0.097896082,0.95961538,,0.6633304,0.028340305,0.025213861,0.28311543,,1.0107892,0.60459318,0.5378957,1.1324617,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_ob,correct,48,0.86351581,0.086887948,0.96153846,,0.66612155,0.029151535,0.025206608,0.27952031,,1.0150424,0.62189941,0.53774097,1.1180812,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_ob,incorrect,42,0.86008759,0.090059374,0.96062271,,0.66410465,0.029970229,0.025550721,0.2803744,,1.011969,0.63936488,0.54508205,1.1214976,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_tt,correct,40,0.86478422,0.082078096,0.95961538,,0.65771017,0.035534357,0.027624705,0.27913077,,1.0097977,0.76458677,0.58932705,1.0976989,
visual_counterfactual_rca,qwen3.8-27b,H_targeted,re2_tt,incorrect,50,0.86086714,0.089834136,0.95692308,,0.65224465,0.035177673,0.029059891,0.28351779,,1.0140088,0.76237714,0.62304925,1.0850996,
