experiment,model,arm,dataset_scope,n,mean_text_tokens,sum_text_tokens,mean_image_tokens,sum_image_tokens,mean_input_tokens,sum_input_tokens,mean_output_tokens,sum_output_tokens,mean_total_tokens,sum_total_tokens,mean_model_calls,sum_model_calls,mean_incremental_total_tokens,mean_amortized_total_tokens,mean_amortized_model_calls
cross_region,qwen3.8-27b,P,aiops2025,93,485.44086,45146,17836.387,1658784,18321.828,1703930,138.08602,12842,18459.914,1716772,1,93,,,
cross_region,qwen3.8-27b,V,aiops2025,93,485.44086,45146,2050.5161,190698,2535.957,235844,146.06452,13584,2682.0215,249428,1,93,,,
cross_region,qwen3.8-27b,H,all_469,469,18517.535,8684724,2093.7463,981967,20611.281,9666691,169.62473,79554,20780.906,9746245,1,469,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,all_469,469,18517.535,8684724,0,0,18517.535,8684724,164.49467,77148,18682.03,8761872,1,469,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,all_469,469,17140.716,8038996,525.34328,246386,17666.06,8285382,167.11087,78375,17833.171,8363757,1,469,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,all_469,469,18091.874,8485089,98,45962,18189.874,8531051,170.81876,80114,18360.693,8611165,1,469,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,all_469,469,16715.055,7839361,623.34328,292348,17338.399,8131709,170.92964,80166,17509.328,8211875,1,469,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,all_469,469,17870.32,8381180,98,45962,17968.32,8427142,167.83369,78714,18136.154,8505856,1,469,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,all_469,469,16493.501,7735452,623.34328,292348,17116.844,8027800,166.98507,78316,17283.829,8106116,1,469,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,all_469,469,17444.659,8181545,196,91924,17640.659,8273469,171.19616,80291,17811.855,8353760,1,469,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,all_469,469,16067.84,7535817,721.34328,338310,16789.183,7874127,170.27719,79860,16959.461,7953987,1,469,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,all_469,469,2959.4968,1388004,1371,642999,4330.4968,2031003,172.83369,81059,4503.3305,2112062,1,469,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,all_469,469,1582.678,742276,1896.3433,889385,3479.0213,1631661,170.45842,79945,3649.4797,1711606,1,469,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,all_469,469,2533.8358,1188369,1469,688961,4002.8358,1877330,174.08102,81644,4176.9168,1958974,1,469,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,all_469,469,1157.0171,542641,1994.3433,935347,3151.3603,1477988,169.40725,79452,3320.7676,1557440,1,469,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,all_469,469,2312.2814,1084460,1469,688961,3781.2814,1773421,172.90618,81093,3954.1876,1854514,1,469,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,all_469,469,935.46269,438732,1994.3433,935347,2929.806,1374079,167.76119,78680,3097.5672,1452759,1,469,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,all_469,469,1886.6205,884825,1567,734923,3453.6205,1619748,172.77825,81033,3626.3987,1700781,1,469,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,all_469,469,509.80171,239097,2092.3433,981309,2602.145,1220406,189.86567,89047,2792.0107,1309453,1,469,,,
cross_region,qwen3.8-27b,P,all_469,469,509.80171,239097,20563.932,9644484,21073.733,9883581,161.61834,75799,21235.352,9959380,1,469,,,
cross_region,qwen3.8-27b,V,all_469,469,509.80171,239097,2093.7463,981967,2603.548,1221064,170.71642,80066,2774.2644,1301130,1,469,,,
cross_region,qwen3.8-27b,H,headline_289,289,17028.983,4921376,2094.7578,605385,19123.74,5526761,154.26644,44583,19278.007,5571344,1,289,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,headline_289,289,17028.983,4921376,0,0,17028.983,4921376,149.53979,43217,17178.522,4964593,1,289,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,headline_289,289,15660.107,4525771,524.90657,151698,16185.014,4677469,152.49135,44070,16337.505,4721539,1,289,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,headline_289,289,16556.388,4784796,98,28322,16654.388,4813118,156.22837,45150,16810.616,4858268,1,289,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,headline_289,289,15187.512,4389191,622.90657,180020,15810.419,4569211,156.58478,45253,15967.003,4614464,1,289,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,headline_289,289,16360.779,4728265,98,28322,16458.779,4756587,153.21107,44278,16611.99,4800865,1,289,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,headline_289,289,14991.903,4332660,622.90657,180020,15614.81,4512680,152.25952,44003,15767.069,4556683,1,289,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,headline_289,289,15888.183,4591685,196,56644,16084.183,4648329,156.56055,45246,16240.744,4693575,1,289,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,headline_289,289,14519.308,4196080,720.90657,208342,15240.215,4404422,155.33564,44892,15395.55,4449314,1,289,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,headline_289,289,3003.8858,868123,1371,396219,4374.8858,1264342,155.65052,44983,4530.5363,1309325,1,289,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,headline_289,289,1635.0104,472518,1895.9066,547917,3530.917,1020435,153.91003,44480,3684.827,1064915,1,289,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,headline_289,289,2531.2907,731543,1469,424541,4000.2907,1156084,158.07266,45683,4158.3633,1201767,1,289,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,headline_289,289,1162.4152,335938,1993.9066,576239,3156.3218,912177,154.15225,44550,3310.474,956727,1,289,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,headline_289,289,2335.6817,675012,1469,424541,3804.6817,1099553,156.7128,45290,3961.3945,1144843,1,289,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,headline_289,289,966.80623,279407,1993.9066,576239,2960.7128,855646,152.34602,44028,3113.0588,899674,1,289,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,headline_289,289,1863.0865,538432,1567,452863,3430.0865,991295,157.10381,45403,3587.1903,1036698,1,289,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,headline_289,289,494.21107,142827,2091.9066,604561,2586.1176,747388,157.15917,45419,2743.2768,792807,1,289,,,
cross_region,qwen3.8-27b,P,headline_289,289,494.21107,142827,19410.394,5609604,19904.606,5752431,146.76817,42416,20051.374,5794847,1,289,,,
cross_region,qwen3.8-27b,V,headline_289,289,494.21107,142827,2094.7578,605385,2588.9689,748212,155.60554,44970,2744.5744,793182,1,289,,,
cross_region,qwen3.8-27b,H,re2_ob,90,21077.156,1896944,2097.5667,188781,23174.722,2085725,196.88889,17720,23371.611,2103445,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_ob,90,21077.156,1896944,0,0,21077.156,1896944,190.71111,17164,21267.867,1914108,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_ob,90,19660.822,1769474,531.48889,47834,20192.311,1817308,192.95556,17366,20385.267,1834674,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_ob,90,20608.511,1854766,98,8820,20706.511,1863586,195.61111,17605,20902.122,1881191,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_ob,90,19192.178,1727296,629.48889,56654,19821.667,1783950,196.2,17658,20017.867,1801608,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_ob,90,20497.311,1844758,98,8820,20595.311,1853578,194.02222,17462,20789.333,1871040,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_ob,90,19080.978,1717288,629.48889,56654,19710.467,1773942,192.36667,17313,19902.833,1791255,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_ob,90,20028.667,1802580,196,17640,20224.667,1820220,194.77778,17530,20419.444,1837750,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_ob,90,18612.333,1675110,727.48889,65474,19339.822,1740584,194.86667,17538,19534.689,1758122,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_ob,90,3000.8889,270080,1371,123390,4371.8889,393470,203.58889,18323,4575.4778,411793,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_ob,90,1584.5556,142610,1902.4889,171224,3487.0444,313834,200.66667,18060,3687.7111,331894,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,90,2532.2444,227902,1469,132210,4001.2444,360112,204.41111,18397,4205.6556,378509,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,90,1115.9111,100432,2000.4889,180044,3116.4,280476,195.6,17604,3312,298080,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_ob,90,2421.0444,217894,1469,132210,3890.0444,350104,201.55556,18140,4091.6,368244,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_ob,90,1004.7111,90424,2000.4889,180044,3005.2,270468,195.03333,17553,3200.2333,288021,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_ob,90,1952.4,175716,1567,141030,3519.4,316746,198.9,17901,3718.3,334647,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_ob,90,536.06667,48246,2098.4889,188864,2634.5556,237110,200.44444,18040,2835,255150,1,90,,,
cross_region,qwen3.8-27b,P,re2_ob,90,536.06667,48246,22416,2017440,22952.067,2065686,186.72222,16805,23138.789,2082491,1,90,,,
cross_region,qwen3.8-27b,V,re2_ob,90,536.06667,48246,2097.5667,188781,2633.6333,237027,196.24444,17662,2829.8778,254689,1,90,,,
cross_region,qwen3.8-27b,H,re2_tt,90,20737.822,1866404,2086.6778,187801,22824.5,2054205,191.67778,17251,23016.178,2071456,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_tt,90,20737.822,1866404,0,0,20737.822,1866404,186.3,16767,20924.122,1883171,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_tt,90,19375.011,1743751,520.6,46854,19895.611,1790605,188.21111,16939,20083.822,1807544,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_tt,90,20505.856,1845527,98,8820,20603.856,1854347,192.87778,17359,20796.733,1871706,1,90,,,
cross_region,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_tt,90,19143.044,1722874,618.6,55674,19761.644,1778548,191.72222,17255,19953.367,1795803,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_tt,90,20090.633,1808157,98,8820,20188.633,1816977,188.6,16974,20377.233,1833951,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_tt,90,18727.822,1685504,618.6,55674,19346.422,1741178,188.88889,17000,19535.311,1758178,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_tt,90,19858.667,1787280,196,17640,20054.667,1804920,194.61111,17515,20249.278,1822435,1,90,,,
cross_region,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_tt,90,18495.856,1664627,716.6,64494,19212.456,1729121,193.66667,17430,19406.122,1746551,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_tt,90,2775.5667,249801,1371,123390,4146.5667,373191,197.25556,17753,4343.8222,390944,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_tt,90,1412.7556,127148,1891.6,170244,3304.3556,297392,193.38889,17405,3497.7444,314797,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,90,2543.6,228924,1469,132210,4012.6,361134,195.15556,17564,4207.7556,378698,1,90,,,
cross_region,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,90,1180.7889,106271,1989.6,179064,3170.3889,285335,192.2,17298,3362.5889,302633,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_tt,90,2128.3778,191554,1469,132210,3597.3778,323764,196.25556,17663,3793.6333,341427,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_tt,90,765.56667,68901,1989.6,179064,2755.1667,247965,189.98889,17099,2945.1556,265064,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_tt,90,1896.4111,170677,1567,141030,3463.4111,311707,196.98889,17729,3660.4,329436,1,90,,,
cross_region,qwen3.8-27b,Mv-Rv-Lv-Gv,re2_tt,90,533.6,48024,2087.6,187884,2621.2,235908,284.31111,25588,2905.5111,261496,1,90,,,
cross_region,qwen3.8-27b,P,re2_tt,90,533.6,48024,22416,2017440,22949.6,2065464,184.2,16578,23133.8,2082042,1,90,,,
cross_region,qwen3.8-27b,V,re2_tt,90,533.6,48024,2086.6778,187801,2620.2778,235825,193.71111,17434,2813.9889,253259,1,90,,,
direct_rca,gemma-4-26b-a4b,F,aegislab,96,15237.865,1462835,0,0,15237.865,1462835,78.395833,7526,15316.26,1470361,1,96,,,
direct_rca,gemma-4-26b-a4b,H,aegislab,96,14590.323,1400671,1086.5,104304,15676.823,1504975,78.989583,7583,15755.812,1512558,1,96,,,
direct_rca,gemma-4-26b-a4b,P,aegislab,96,2086.4167,200296,8050.5938,772857,10137.01,973153,64.385417,6181,10201.396,979334,1,96,,,
direct_rca,gemma-4-26b-a4b,R,aegislab,96,3432.25,329496,1086.5,104304,4518.75,433800,71.854167,6898,4590.6042,440698,1,96,,,
direct_rca,gemma-4-26b-a4b,T,aegislab,96,14590.323,1400671,0,0,14590.323,1400671,80.010417,7681,14670.333,1408352,1,96,,,
direct_rca,gemma-4-26b-a4b,V,aegislab,96,2086.4167,200296,1086.5,104304,3172.9167,304600,67.09375,6441,3240.0104,311041,1,96,,,
direct_rca,gemma-4-26b-a4b,F,aiops2022,100,13662.15,1366215,0,0,13662.15,1366215,79.85,7985,13742,1374200,1,100,,,
direct_rca,gemma-4-26b-a4b,H,aiops2022,100,13056.95,1305695,1085,108500,14141.95,1414195,85.2,8520,14227.15,1422715,1,100,,,
direct_rca,gemma-4-26b-a4b,P,aiops2022,100,1738.72,173872,7598.13,759813,9336.85,933685,64.21,6421,9401.06,940106,1,100,,,
direct_rca,gemma-4-26b-a4b,R,aiops2022,100,3044.33,304433,1085,108500,4129.33,412933,78.91,7891,4208.24,420824,1,100,,,
direct_rca,gemma-4-26b-a4b,T,aiops2022,100,13056.95,1305695,0,0,13056.95,1305695,83.22,8322,13140.17,1314017,1,100,,,
direct_rca,gemma-4-26b-a4b,V,aiops2022,100,1738.72,173872,1085,108500,2823.72,282372,74.49,7449,2898.21,289821,1,100,,,
direct_rca,gemma-4-26b-a4b,F,aiops2025,93,12934.226,1202883,0,0,12934.226,1202883,83.430108,7759,13017.656,1210642,1,93,,,
direct_rca,gemma-4-26b-a4b,H,aiops2025,93,12360.946,1149568,1083.3978,100756,13444.344,1250324,84.817204,7888,13529.161,1258212,1,93,,,
direct_rca,gemma-4-26b-a4b,P,aiops2025,93,1674.0538,155687,6919.3978,643504,8593.4516,799191,65.086022,6053,8658.5376,805244,1,93,,,
direct_rca,gemma-4-26b-a4b,R,aiops2025,93,2911.957,270812,1083.3978,100756,3995.3548,371568,78.752688,7324,4074.1075,378892,1,93,,,
direct_rca,gemma-4-26b-a4b,T,aiops2025,93,12360.946,1149568,0,0,12360.946,1149568,85.505376,7952,12446.452,1157520,1,93,,,
direct_rca,gemma-4-26b-a4b,V,aiops2025,93,1674.0538,155687,1083.3978,100756,2757.4516,256443,75.924731,7061,2833.3763,263504,1,93,,,
direct_rca,gemma-4-26b-a4b,F,all_469,469,14051.07,6589952,0,0,14051.07,6589952,80.21322,37620,14131.284,6627572,1,469,,,
direct_rca,gemma-4-26b-a4b,H,all_469,469,13452.237,6309099,1085.1087,508916,14537.345,6818015,83.411514,39120,14620.757,6857135,1,469,,,
direct_rca,gemma-4-26b-a4b,P,all_469,469,1670.5011,783465,7977.5139,3741454,9648.0149,4524919,65.260128,30607,9713.2751,4555526,1,469,,,
direct_rca,gemma-4-26b-a4b,R,all_469,469,2891.548,1356136,1085.1087,508916,3976.6567,1865052,75.47548,35398,4052.1322,1900450,1,469,,,
direct_rca,gemma-4-26b-a4b,T,all_469,469,13452.237,6309099,0,0,13452.237,6309099,83.420043,39124,13535.657,6348223,1,469,,,
direct_rca,gemma-4-26b-a4b,V,all_469,469,1670.5011,783465,1085.1087,508916,2755.6098,1292381,70.897655,33251,2826.5075,1325632,1,469,,,
direct_rca,gemma-4-26b-a4b,F,headline_289,289,13951.325,4031933,0,0,13951.325,4031933,80.519031,23270,14031.844,4055203,1,289,,,
direct_rca,gemma-4-26b-a4b,H,headline_289,289,13342.332,3855934,1084.9827,313560,14427.315,4169494,83.013841,23991,14510.329,4193485,1,289,,,
direct_rca,gemma-4-26b-a4b,P,headline_289,289,1833.4083,529855,7530.0138,2176174,9363.4221,2706029,64.550173,18655,9427.9723,2724684,1,289,,,
direct_rca,gemma-4-26b-a4b,R,headline_289,289,3130.5917,904741,1084.9827,313560,4215.5744,1218301,76.515571,22113,4292.09,1240414,1,289,,,
direct_rca,gemma-4-26b-a4b,T,headline_289,289,13342.332,3855934,0,0,13342.332,3855934,82.889273,23955,13425.221,3879889,1,289,,,
direct_rca,gemma-4-26b-a4b,V,headline_289,289,1833.4083,529855,1084.9827,313560,2918.391,843415,72.49481,20951,2990.8858,864366,1,289,,,
direct_rca,gemma-4-26b-a4b,F,re2_ob,90,14347.333,1291260,0,0,14347.333,1291260,77.344444,6961,14424.678,1298221,1,90,,,
direct_rca,gemma-4-26b-a4b,H,re2_ob,90,13738.622,1236476,1086.0556,97745,14824.678,1334221,85.811111,7723,14910.489,1341944,1,90,,,
direct_rca,gemma-4-26b-a4b,P,re2_ob,90,1188.5444,106969,8696,782640,9884.5444,889609,70.077778,6307,9954.6222,895916,1,90,,,
direct_rca,gemma-4-26b-a4b,R,re2_ob,90,2380.5,214245,1086.0556,97745,3466.5556,311990,72.866667,6558,3539.4222,318548,1,90,,,
direct_rca,gemma-4-26b-a4b,T,re2_ob,90,13738.622,1236476,0,0,13738.622,1236476,83.222222,7490,13821.844,1243966,1,90,,,
direct_rca,gemma-4-26b-a4b,V,re2_ob,90,1188.5444,106969,1086.0556,97745,2274.6,204714,69.422222,6248,2344.0222,210962,1,90,,,
direct_rca,gemma-4-26b-a4b,F,re2_tt,90,14075.1,1266759,0,0,14075.1,1266759,82.1,7389,14157.2,1274148,1,90,,,
direct_rca,gemma-4-26b-a4b,H,re2_tt,90,13518.767,1216689,1084.5667,97611,14603.333,1314300,82.288889,7406,14685.622,1321706,1,90,,,
direct_rca,gemma-4-26b-a4b,P,re2_tt,90,1629.3444,146641,8696,782640,10325.344,929281,62.722222,5645,10388.067,934926,1,90,,,
direct_rca,gemma-4-26b-a4b,R,re2_tt,90,2635,237150,1084.5667,97611,3719.5667,334761,74.744444,6727,3794.3111,341488,1,90,,,
direct_rca,gemma-4-26b-a4b,T,re2_tt,90,13518.767,1216689,0,0,13518.767,1216689,85.322222,7679,13604.089,1224368,1,90,,,
direct_rca,gemma-4-26b-a4b,V,re2_tt,90,1629.3444,146641,1084.5667,97611,2713.9111,244252,67.244444,6052,2781.1556,250304,1,90,,,
direct_rca,qwen3.6-27b,F,aegislab,96,13703.229,1315510,0,0,13703.229,1315510,114,10944,13817.229,1326454,1,96,,,
direct_rca,qwen3.6-27b,H,aegislab,96,13215.771,1268714,2144.2188,205845,15359.99,1474559,102.82292,9871,15462.812,1484430,1,96,,,
direct_rca,qwen3.6-27b,P,aegislab,96,2051.1354,196909,20752.312,1992222,22803.448,2189131,91.760417,8809,22895.208,2197940,1,96,,,
direct_rca,qwen3.6-27b,R,aegislab,96,3238.9062,310935,2144.2188,205845,5383.125,516780,98.479167,9454,5481.6042,526234,1,96,,,
direct_rca,qwen3.6-27b,T,aegislab,96,13215.771,1268714,0,0,13215.771,1268714,114.61458,11003,13330.385,1279717,1,96,,,
direct_rca,qwen3.6-27b,V,aegislab,96,2051.1354,196909,2144.2188,205845,4195.3542,402754,97.1875,9330,4292.5417,412084,1,96,,,
direct_rca,qwen3.6-27b,F,aiops2022,100,12254,1225400,0,0,12254,1225400,125.63,12563,12379.63,1237963,1,100,,,
direct_rca,qwen3.6-27b,H,aiops2022,100,11804.16,1180416,2088.42,208842,13892.58,1389258,109.34,10934,14001.92,1400192,1,100,,,
direct_rca,qwen3.6-27b,P,aiops2022,100,1703.54,170354,19585.98,1958598,21289.52,2128952,107.55,10755,21397.07,2139707,1,100,,,
direct_rca,qwen3.6-27b,R,aiops2022,100,2868.71,286871,2088.42,208842,4957.13,495713,102.23,10223,5059.36,505936,1,100,,,
direct_rca,qwen3.6-27b,T,aiops2022,100,11804.16,1180416,0,0,11804.16,1180416,112.96,11296,11917.12,1191712,1,100,,,
direct_rca,qwen3.6-27b,V,aiops2022,100,1703.54,170354,2088.42,208842,3791.96,379196,106.36,10636,3898.32,389832,1,100,,,
direct_rca,qwen3.6-27b,F,aiops2025,93,11536.258,1072872,0,0,11536.258,1072872,114.88172,10684,11651.14,1083556,1,93,,,
direct_rca,qwen3.6-27b,H,aiops2025,93,11112.043,1033420,2050.5161,190698,13162.559,1224118,107.34409,9983,13269.903,1234101,1,93,,,
direct_rca,qwen3.6-27b,P,aiops2025,93,1638.7957,152408,17836.387,1658784,19475.183,1811192,96.634409,8987,19571.817,1820179,1,93,,,
direct_rca,qwen3.6-27b,R,aiops2025,93,2739.086,254735,2050.5161,190698,4789.6022,445433,105.34409,9797,4894.9462,455230,1,93,,,
direct_rca,qwen3.6-27b,T,aiops2025,93,11112.043,1033420,0,0,11112.043,1033420,130.45161,12132,11242.495,1045552,1,93,,,
direct_rca,qwen3.6-27b,V,aiops2025,93,1638.7957,152408,2050.5161,190698,3689.3118,343106,108.72043,10111,3798.0323,353217,1,93,,,
direct_rca,qwen3.6-27b,F,all_469,469,12635.751,5926167,0,0,12635.751,5926167,114.07249,53500,12749.823,5979667,1,469,,,
direct_rca,qwen3.6-27b,H,all_469,469,12189.934,5717079,2093.7463,981967,14283.68,6699046,104.41578,48971,14388.096,6748017,1,469,,,
direct_rca,qwen3.6-27b,P,all_469,469,1635.2708,766942,20563.932,9644484,22199.203,10411426,95.628998,44850,22294.832,10456276,1,469,,,
direct_rca,qwen3.6-27b,R,all_469,469,2719.1471,1275280,2093.7463,981967,4812.8934,2257247,100.15352,46972,4913.0469,2304219,1,469,,,
direct_rca,qwen3.6-27b,T,all_469,469,12189.934,5717079,0,0,12189.934,5717079,115.28998,54071,12305.224,5771150,1,469,,,
direct_rca,qwen3.6-27b,V,all_469,469,1635.2708,766942,2093.7463,981967,3729.0171,1748909,101.56077,47632,3830.5778,1796541,1,469,,,
direct_rca,qwen3.6-27b,F,headline_289,289,12504.436,3613782,0,0,12504.436,3613782,118.30796,34191,12622.744,3647973,1,289,,,
direct_rca,qwen3.6-27b,H,headline_289,289,12050.346,3482550,2094.7578,605385,14145.104,4087935,106.53287,30788,14251.637,4118723,1,289,,,
direct_rca,qwen3.6-27b,P,headline_289,289,1798.1696,519671,19410.394,5609604,21208.564,6129275,98.792388,28551,21307.356,6157826,1,289,,,
direct_rca,qwen3.6-27b,R,headline_289,289,2949.9689,852541,2094.7578,605385,5044.7266,1457926,101.98616,29474,5146.7128,1487400,1,289,,,
direct_rca,qwen3.6-27b,T,headline_289,289,12050.346,3482550,0,0,12050.346,3482550,119.13841,34431,12169.484,3516981,1,289,,,
direct_rca,qwen3.6-27b,V,headline_289,289,1798.1696,519671,2094.7578,605385,3892.9273,1125056,104.07266,30077,3997,1155133,1,289,,,
direct_rca,qwen3.6-27b,F,re2_ob,90,12966.567,1166991,0,0,12966.567,1166991,106.84444,9616,13073.411,1176607,1,90,,,
direct_rca,qwen3.6-27b,H,re2_ob,90,12514.1,1126269,2097.5667,188781,14611.667,1315050,97.955556,8816,14709.622,1323866,1,90,,,
direct_rca,qwen3.6-27b,P,re2_ob,90,1153.3444,103801,22416,2017440,23569.344,2121241,90.866667,8178,23660.211,2129419,1,90,,,
direct_rca,qwen3.6-27b,R,re2_ob,90,2212.8333,199155,2097.5667,188781,4310.4,387936,95.5,8595,4405.9,396531,1,90,,,
direct_rca,qwen3.6-27b,T,re2_ob,90,12514.1,1126269,0,0,12514.1,1126269,107.34444,9661,12621.444,1135930,1,90,,,
direct_rca,qwen3.6-27b,V,re2_ob,90,1153.3444,103801,2097.5667,188781,3250.9111,292582,97.266667,8754,3348.1778,301336,1,90,,,
direct_rca,qwen3.6-27b,F,re2_tt,90,12726.6,1145394,0,0,12726.6,1145394,107.7,9693,12834.3,1155087,1,90,,,
direct_rca,qwen3.6-27b,H,re2_tt,90,12314,1108260,2086.6778,187801,14400.678,1296061,104.07778,9367,14504.756,1305428,1,90,,,
direct_rca,qwen3.6-27b,P,re2_tt,90,1594.1111,143470,22416,2017440,24010.111,2160910,90.233333,8121,24100.344,2169031,1,90,,,
direct_rca,qwen3.6-27b,R,re2_tt,90,2484.2667,223584,2086.6778,187801,4570.9444,411385,98.922222,8903,4669.8667,420288,1,90,,,
direct_rca,qwen3.6-27b,T,re2_tt,90,12314,1108260,0,0,12314,1108260,110.87778,9979,12424.878,1118239,1,90,,,
direct_rca,qwen3.6-27b,V,re2_tt,90,1594.1111,143470,2086.6778,187801,3680.7889,331271,97.788889,8801,3778.5778,340072,1,90,,,
direct_rca,qwen3.8-27b,F,aegislab,96,13703.229,1315510,0,0,13703.229,1315510,150.53125,14451,13853.76,1329961,1,96,,,
direct_rca,qwen3.8-27b,H,aegislab,96,13215.771,1268714,2144.2188,205845,15359.99,1474559,139.89583,13430,15499.885,1487989,1,96,,,
direct_rca,qwen3.8-27b,P,aegislab,96,2051.1354,196909,20752.312,1992222,22803.448,2189131,128.03125,12291,22931.479,2201422,1,96,,,
direct_rca,qwen3.8-27b,R,aegislab,96,3238.9062,310935,2144.2188,205845,5383.125,516780,140.83333,13520,5523.9583,530300,1,96,,,
direct_rca,qwen3.8-27b,T,aegislab,96,13215.771,1268714,0,0,13215.771,1268714,218.86458,21011,13434.635,1289725,1,96,,,
direct_rca,qwen3.8-27b,V,aegislab,96,2051.1354,196909,2144.2188,205845,4195.3542,402754,138.29167,13276,4333.6458,416030,1,96,,,
direct_rca,qwen3.8-27b,F,aiops2022,100,12254,1225400,0,0,12254,1225400,182.3,18230,12436.3,1243630,1,100,,,
direct_rca,qwen3.8-27b,H,aiops2022,100,11804.16,1180416,2088.42,208842,13892.58,1389258,147.07,14707,14039.65,1403965,1,100,,,
direct_rca,qwen3.8-27b,P,aiops2022,100,1703.54,170354,19585.98,1958598,21289.52,2128952,147.1,14710,21436.62,2143662,1,100,,,
direct_rca,qwen3.8-27b,R,aiops2022,100,2868.71,286871,2088.42,208842,4957.13,495713,161.74,16174,5118.87,511887,1,100,,,
direct_rca,qwen3.8-27b,T,aiops2022,100,11804.16,1180416,0,0,11804.16,1180416,258.33,25833,12062.49,1206249,1,100,,,
direct_rca,qwen3.8-27b,V,aiops2022,100,1703.54,170354,2088.42,208842,3791.96,379196,158.43,15843,3950.39,395039,1,100,,,
