experiment,model,arm,dataset_scope,n,mean_text_tokens,sum_text_tokens,mean_image_tokens,sum_image_tokens,mean_input_tokens,sum_input_tokens,mean_output_tokens,sum_output_tokens,mean_total_tokens,sum_total_tokens,mean_model_calls,sum_model_calls,mean_incremental_total_tokens,mean_amortized_total_tokens,mean_amortized_model_calls
cross_region,gemma-4-26b-a4b,H,aegislab,96,19136.427,1837097,1085.8958,104246,20222.323,1941343,180.3125,17310,20402.635,1958653,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,aegislab,96,19136.427,1837097,0,0,19136.427,1837097,173.13542,16621,19309.562,1853718,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aegislab,96,17553.875,1685172,2147.875,206196,19701.75,1891368,178.46875,17133,19880.219,1908501,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aegislab,96,18512.115,1777163,1109,106464,19621.115,1883627,179.125,17196,19800.24,1900823,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aegislab,96,16929.562,1625238,3256.875,312660,20186.438,1937898,182.25,17496,20368.688,1955394,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aegislab,96,18363.604,1762906,1109,106464,19472.604,1869370,177.16667,17008,19649.771,1886378,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aegislab,96,16781.052,1610981,3256.875,312660,20037.927,1923641,180.04167,17284,20217.969,1940925,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aegislab,96,17739.292,1702972,2218,212928,19957.292,1915900,181.41667,17416,20138.708,1933316,1,96,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aegislab,96,16156.74,1551047,4365.875,419124,20522.615,1970171,185.5,17808,20708.115,1987979,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aegislab,96,3529.5938,338841,1091,104736,4620.5938,443577,175.6875,16866,4796.2812,460443,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aegislab,96,1947.0417,186916,3238.875,310932,5185.9167,497848,177.84375,17073,5363.7604,514921,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aegislab,96,2905.2812,278907,2200,211200,5105.2812,490107,181.23958,17399,5286.5208,507506,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aegislab,96,1322.7292,126982,4347.875,417396,5670.6042,544378,184.875,17748,5855.4792,562126,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aegislab,96,2756.7708,264650,2200,211200,4956.7708,475850,178.94792,17179,5135.7188,493029,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aegislab,96,1174.2188,112725,4347.875,417396,5522.0938,530121,182.60417,17530,5704.6979,547651,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aegislab,96,2132.4583,204716,3309,317664,5441.4583,522380,184.51042,17713,5625.9688,540093,1,96,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aegislab,96,550.90625,52887,5456.875,523860,6007.7812,576747,188.8125,18126,6196.5938,594873,1,96,,,
cross_region,gemma-4-26b-a4b,P,aegislab,96,550.90625,52887,6555.9688,629373,7106.875,682260,177.44792,17035,7284.3229,699295,1,96,,,
cross_region,gemma-4-26b-a4b,V,aegislab,96,550.90625,52887,1085.8958,104246,1636.8021,157133,185.29167,17788,1822.0938,174921,1,96,,,
cross_region,gemma-4-26b-a4b,H,aiops2022,100,20546.67,2054667,1084.28,108428,21630.95,2163095,120.7,12070,21751.65,2175165,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,aiops2022,100,20546.67,2054667,0,0,20546.67,2054667,118.89,11889,20665.56,2066556,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aiops2022,100,19113.68,1911368,2151.56,215156,21265.24,2126524,121.41,12141,21386.65,2138665,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aiops2022,100,20028.4,2002840,1109,110900,21137.4,2113740,122.81,12281,21260.21,2126021,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aiops2022,100,18595.41,1859541,3260.56,326056,21855.97,2185597,123.8,12380,21979.77,2197977,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aiops2022,100,19773.75,1977375,1109,110900,20882.75,2088275,120.23,12023,21002.98,2100298,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aiops2022,100,18340.76,1834076,3260.56,326056,21601.32,2160132,122.5,12250,21723.82,2172382,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aiops2022,100,19255.48,1925548,2218,221800,21473.48,2147348,121.84,12184,21595.32,2159532,1,100,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2022,100,17822.49,1782249,4369.56,436956,22192.05,2219205,124.33,12433,22316.38,2231638,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2022,100,3209.21,320921,1091,109100,4300.21,430021,119.05,11905,4419.26,441926,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aiops2022,100,1776.22,177622,3242.56,324256,5018.78,501878,120.14,12014,5138.92,513892,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aiops2022,100,2690.94,269094,2200,220000,4890.94,489094,121.95,12195,5012.89,501289,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aiops2022,100,1257.95,125795,4351.56,435156,5609.51,560951,124.16,12416,5733.67,573367,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aiops2022,100,2436.29,243629,2200,220000,4636.29,463629,119.19,11919,4755.48,475548,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aiops2022,100,1003.3,100330,4351.56,435156,5354.86,535486,120.05,12005,5474.91,547491,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aiops2022,100,1918.02,191802,3309,330900,5227.02,522702,121.7,12170,5348.72,534872,1,100,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aiops2022,100,486.03,48603,5460.56,546056,5946.59,594659,125.36,12536,6071.95,607195,1,100,,,
cross_region,gemma-4-26b-a4b,P,aiops2022,100,486.03,48603,7598.13,759813,8084.16,808416,120.51,12051,8204.67,820467,1,100,,,
cross_region,gemma-4-26b-a4b,V,aiops2022,100,486.03,48603,1084.28,108428,1570.31,157031,126.45,12645,1696.76,169676,1,100,,,
cross_region,gemma-4-26b-a4b,H,aiops2025,93,18672.871,1736577,1082.4624,100669,19755.333,1837246,135.53763,12605,19890.871,1849851,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,aiops2025,93,18672.871,1736577,0,0,18672.871,1736577,135.09677,12564,18807.968,1749141,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,aiops2025,93,17494.806,1627017,2142.914,199291,19637.72,1826308,135.95699,12644,19773.677,1838952,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,aiops2025,93,18180.914,1690825,1109,103137,19289.914,1793962,140.92473,13106,19430.839,1807068,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,aiops2025,93,17002.849,1581265,3251.914,302428,20254.763,1883693,143.10753,13309,20397.871,1897002,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,aiops2025,93,17914.72,1666069,1109,103137,19023.72,1769206,136.49462,12694,19160.215,1781900,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,aiops2025,93,16736.656,1556509,3251.914,302428,19988.57,1858937,136.51613,12696,20125.086,1871633,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,aiops2025,93,17422.763,1620317,2218,206274,19640.763,1826591,142.84946,13285,19783.613,1839876,1,93,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,aiops2025,93,16244.699,1510757,4360.914,405565,20605.613,1916322,144.32258,13422,20749.935,1929744,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,aiops2025,93,2929.5484,272448,1091,101463,4020.5484,373911,135.31183,12584,4155.8602,386495,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,aiops2025,93,1751.4839,162888,3233.914,300754,4985.3978,463642,135.90323,12639,5121.3011,476281,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,aiops2025,93,2437.5914,226696,2200,204600,4637.5914,431296,141.25806,13137,4778.8495,444433,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,aiops2025,93,1259.5269,117136,4342.914,403891,5602.4409,521027,143.49462,13345,5745.9355,534372,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,aiops2025,93,2171.3978,201940,2200,204600,4371.3978,406540,135.91398,12640,4507.3118,419180,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aiops2025,93,993.33333,92380,4342.914,403891,5336.2473,496271,137.39785,12778,5473.6452,509049,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aiops2025,93,1679.4409,156188,3309,307737,4988.4409,463925,140.47312,13064,5128.914,476989,1,93,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aiops2025,93,502.37634,46721,5451.914,507028,5954.2903,553749,143.02151,13301,6097.3118,567050,1,93,,,
cross_region,gemma-4-26b-a4b,P,aiops2025,93,502.37634,46721,6919.3978,643504,7421.7742,690225,136.03226,12651,7557.8065,702876,1,93,,,
cross_region,gemma-4-26b-a4b,V,aiops2025,93,502.37634,46721,1082.4624,100669,1584.8387,147390,143.69892,13364,1728.5376,160754,1,93,,,
cross_region,gemma-4-26b-a4b,H,all_469,469,21988.493,10312603,1084.9126,508824,23073.405,10821427,163.51599,76689,23236.921,10898116,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,all_469,469,21988.493,10312603,0,0,21988.493,10312603,159.92537,75005,22148.418,10387608,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,all_469,469,20588.38,9655950,2141.4904,1004359,22729.87,10660309,162.69083,76302,22892.561,10736611,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,all_469,469,21500.501,10083735,1109,520121,22609.501,10603856,165.0064,77388,22774.507,10681244,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,all_469,469,20100.388,9427082,3250.4904,1524480,23350.878,10951562,167.53945,78576,23518.418,11030138,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,all_469,469,21249.009,9965785,1109,520121,22358.009,10485906,162.47122,76199,22520.48,10562105,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,all_469,469,19848.896,9309132,3250.4904,1524480,23099.386,10833612,164.1258,76975,23263.512,10910587,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,all_469,469,20761.017,9736917,2218,1040242,22979.017,10777159,166.0064,77857,23145.023,10855016,1,469,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,all_469,469,19360.904,9080264,4359.4904,2044601,23720.394,11124865,169.52452,79507,23889.919,11204372,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,all_469,469,3159.4158,1481766,1091,511679,4250.4158,1993445,162.11727,76033,4412.533,2069478,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,all_469,469,1759.3028,825113,3232.4904,1516038,4991.7932,2341151,162.88486,76393,5154.678,2417544,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,all_469,469,2671.4243,1252898,2200,1031800,4871.4243,2284698,166.52452,78100,5037.9488,2362798,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,all_469,469,1271.3113,596245,4341.4904,2036159,5612.8017,2632404,168.57143,79060,5781.3731,2711464,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,all_469,469,2419.9318,1134948,2200,1031800,4619.9318,2166748,162.95096,76424,4782.8827,2243172,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,all_469,469,1019.8188,478295,4341.4904,2036159,5361.3092,2514454,164.96375,77368,5526.2729,2591822,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,all_469,469,1931.9403,906080,3309,1551921,5240.9403,2458001,167.38806,78505,5408.3284,2536506,1,469,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,all_469,469,532.82729,249896,5450.4904,2556280,5983.3177,2806176,171.0597,80227,6154.3774,2886403,1,469,,,
cross_region,gemma-4-26b-a4b,P,all_469,469,532.82729,249896,7671.5778,3597970,8204.4051,3847866,162.27505,76107,8366.6802,3923973,1,469,,,
cross_region,gemma-4-26b-a4b,V,all_469,469,532.82729,249896,1084.9126,508824,1617.7399,758720,169.67591,79578,1787.4158,838298,1,469,,,
cross_region,gemma-4-26b-a4b,H,headline_289,289,19475.228,5628341,1084.2318,313343,20559.46,5941684,145.27682,41985,20704.737,5983669,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,headline_289,289,19475.228,5628341,0,0,19475.228,5628341,142.12457,41074,19617.353,5669415,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,headline_289,289,18074.592,5223557,2147.5536,620643,20222.145,5844200,145.04498,41918,20367.19,5886118,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,headline_289,289,18930.201,5470828,1109,320501,20039.201,5791329,147.34602,42583,20186.547,5833912,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,headline_289,289,17529.564,5066044,3256.5536,941144,20786.118,6007188,149.42907,43185,20935.547,6050373,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,headline_289,289,18707.093,5406350,1109,320501,19816.093,5726851,144.37716,41725,19960.471,5768576,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,headline_289,289,17306.457,5001566,3256.5536,941144,20563.01,5942710,146.12457,42230,20709.135,5984940,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,headline_289,289,18162.066,5248837,2218,641002,20380.066,5889839,148.391,42885,20528.457,5932724,1,289,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,headline_289,289,16761.429,4844053,4365.5536,1261645,21126.983,6105698,151.08304,43663,21278.066,6149361,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,headline_289,289,3225.6401,932210,1091,315299,4316.6401,1247509,143.09689,41355,4459.737,1288864,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,headline_289,289,1825.0035,527426,3238.5536,935942,5063.5571,1463368,144.38062,41726,5207.9377,1505094,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,headline_289,289,2680.6125,774697,2200,635800,4880.6125,1410497,147.85813,42731,5028.4706,1453228,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,headline_289,289,1279.9758,369913,4347.5536,1256443,5627.5294,1626356,150.55017,43509,5778.0796,1669865,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,headline_289,289,2457.5052,710219,2200,635800,4657.5052,1346019,144.42215,41738,4801.9273,1387757,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,headline_289,289,1056.8685,305435,4347.5536,1256443,5404.4221,1561878,146.41176,42313,5550.8339,1604191,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,headline_289,289,1912.4775,552706,3309,956301,5221.4775,1509007,148.60554,42947,5370.083,1551954,1,289,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,headline_289,289,512.84083,148211,5456.5536,1576944,5969.3945,1725155,152.12111,43963,6121.5156,1769118,1,289,,,
cross_region,gemma-4-26b-a4b,P,headline_289,289,512.84083,148211,7033.5294,2032690,7546.3702,2180901,144.41869,41737,7690.7889,2222638,1,289,,,
cross_region,gemma-4-26b-a4b,V,headline_289,289,512.84083,148211,1084.2318,313343,1597.0727,461554,151.54671,43797,1748.6194,505351,1,289,,,
cross_region,gemma-4-26b-a4b,H,re2_ob,90,25964.767,2336829,1087,97830,27051.767,2434659,195.15556,17564,27246.922,2452223,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,re2_ob,90,25964.767,2336829,0,0,25964.767,2336829,191.58889,17243,26156.356,2354072,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,re2_ob,90,24691.322,2222219,2113,190170,26804.322,2412389,192.74444,17347,26997.067,2429736,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,re2_ob,90,25436.4,2289276,1109,99810,26545.4,2389086,193.4,17406,26738.8,2406492,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,re2_ob,90,24162.956,2174666,3222,289980,27384.956,2464646,195.41111,17587,27580.367,2482233,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,re2_ob,90,25310.178,2277916,1109,99810,26419.178,2377726,194.43333,17499,26613.611,2395225,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,re2_ob,90,24036.733,2163306,3222,289980,27258.733,2453286,194.78889,17531,27453.522,2470817,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_ob,90,24781.811,2230363,2218,199620,26999.811,2429983,194.15556,17474,27193.967,2447457,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_ob,90,23508.367,2115753,4331,389790,27839.367,2505543,199.18889,17927,28038.556,2523470,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_ob,90,3021.3333,271920,1091,98190,4112.3333,370110,194.81111,17533,4307.1444,387643,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,re2_ob,90,1747.8889,157310,3204,288360,4951.8889,445670,195.15556,17564,5147.0444,463234,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,re2_ob,90,2492.9667,224367,2200,198000,4692.9667,422367,196.82222,17714,4889.7889,440081,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,re2_ob,90,1219.5222,109757,4313,388170,5532.5222,497927,197.96667,17817,5730.4889,515744,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,re2_ob,90,2366.7444,213007,2200,198000,4566.7444,411007,194.74444,17527,4761.4889,428534,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,re2_ob,90,1093.3,98397,4313,388170,5406.3,486567,197.98889,17819,5604.2889,504386,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,re2_ob,90,1838.3778,165454,3309,297810,5147.3778,463264,197.03333,17733,5344.4111,480997,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,re2_ob,90,565.93333,50934,5422,487980,5987.9333,538914,200.96667,18087,6188.9,557001,1,90,,,
cross_region,gemma-4-26b-a4b,P,re2_ob,90,565.93333,50934,8696,782640,9261.9333,833574,194.88889,17540,9456.8222,851114,1,90,,,
cross_region,gemma-4-26b-a4b,V,re2_ob,90,565.93333,50934,1087,97830,1652.9333,148764,198.83333,17895,1851.7667,166659,1,90,,,
cross_region,gemma-4-26b-a4b,H,re2_tt,90,26082.589,2347433,1085.0111,97651,27167.6,2445084,190.44444,17140,27358.044,2462224,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gt,re2_tt,90,26082.589,2347433,0,0,26082.589,2347433,185.42222,16688,26268.011,2364121,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lt-Gv,re2_tt,90,24557.489,2210174,2150.5111,193546,26708,2403720,189.3,17037,26897.3,2420757,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gt,re2_tt,90,25818.122,2323631,1109,99810,26927.122,2423441,193.32222,17399,27120.444,2440840,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rt-Lv-Gv,re2_tt,90,24293.022,2186372,3259.5111,293356,27552.533,2479728,197.82222,17804,27750.356,2497532,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gt,re2_tt,90,25350.211,2281519,1109,99810,26459.211,2381329,188.61111,16975,26647.822,2398304,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lt-Gv,re2_tt,90,23825.111,2144260,3259.5111,293356,27084.622,2437616,191.26667,17214,27275.889,2454830,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gt,re2_tt,90,25085.744,2257717,2218,199620,27303.744,2457337,194.42222,17498,27498.167,2474835,1,90,,,
cross_region,gemma-4-26b-a4b,Mt-Rv-Lv-Gv,re2_tt,90,23560.644,2120458,4368.5111,393166,27929.156,2513624,199.07778,17917,28128.233,2531541,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gt,re2_tt,90,3084.8444,277636,1091,98190,4175.8444,375826,190.5,17145,4366.3444,392971,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lt-Gv,re2_tt,90,1559.7444,140377,3241.5111,291736,4801.2556,432113,190.03333,17103,4991.2889,449216,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gt,re2_tt,90,2820.3778,253834,2200,198000,5020.3778,451834,196.16667,17655,5216.5444,469489,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rt-Lv-Gv,re2_tt,90,1295.2778,116575,4350.5111,391546,5645.7889,508121,197.04444,17734,5842.8333,525855,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gt,re2_tt,90,2352.4667,211722,2200,198000,4552.4667,409722,190.65556,17159,4743.1222,426881,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,re2_tt,90,827.36667,74463,4350.5111,391546,5177.8778,466009,191.51111,17236,5369.3889,483245,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,re2_tt,90,2088,187920,3309,297810,5397,485730,198.05556,17825,5595.0556,503555,1,90,,,
cross_region,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,re2_tt,90,563.9,50751,5459.5111,491356,6023.4111,542107,201.96667,18177,6225.3778,560284,1,90,,,
cross_region,gemma-4-26b-a4b,P,re2_tt,90,563.9,50751,8696,782640,9259.9,833391,187,16830,9446.9,850221,1,90,,,
cross_region,gemma-4-26b-a4b,V,re2_tt,90,563.9,50751,1085.0111,97651,1648.9111,148402,198.73333,17886,1847.6444,166288,1,90,,,
cross_region,qwen3.6-27b,H,aegislab,96,15638.458,1501292,2119.7188,203493,17758.177,1704785,177.0625,16998,17935.24,1721783,1,96,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,aegislab,96,15638.458,1501292,0,0,15638.458,1501292,173.6875,16674,15812.146,1517966,1,96,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,aegislab,96,14178.406,1361127,553.57292,53143,14731.979,1414270,178.45833,17132,14910.438,1431402,1,96,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,aegislab,96,15089.208,1448564,98,9408,15187.208,1457972,175.20833,16820,15362.417,1474792,1,96,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,aegislab,96,13629.156,1308399,651.57292,62551,14280.729,1370950,175.71875,16869,14456.448,1387819,1,96,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,aegislab,96,14950.635,1435261,98,9408,15048.635,1444669,174.35417,16738,15222.99,1461407,1,96,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gv,aegislab,96,13490.583,1295096,651.57292,62551,14142.156,1357647,175.34375,16833,14317.5,1374480,1,96,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gt,aegislab,96,14401.385,1382533,196,18816,14597.385,1401349,175.26042,16825,14772.646,1418174,1,96,,,
cross_region,qwen3.6-27b,Mt-Rv-Lv-Gv,aegislab,96,12941.333,1242368,749.57292,71959,13690.906,1314327,177.38542,17029,13868.292,1331356,1,96,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gt,aegislab,96,3219.2396,309047,1371,131616,4590.2396,440663,173.14583,16622,4763.3854,457285,1,96,,,
cross_region,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,96,1759.1875,168882,1924.5729,184759,3683.7604,353641,174.21875,16725,3857.9792,370366,1,96,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,96,2669.9896,256319,1469,141024,4138.9896,397343,174.63542,16765,4313.625,414108,1,96,,,
cross_region,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,96,1209.9375,116154,2022.5729,194167,3232.5104,310321,175.55208,16853,3408.0625,327174,1,96,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,96,2531.4167,243016,1469,141024,4000.4167,384040,174.70833,16772,4175.125,400812,1,96,,,
cross_region,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,96,1071.3646,102851,2022.5729,194167,3093.9375,297018,176.19792,16915,3270.1354,313933,1,96,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gt,aegislab,96,1982.1667,190288,1567,150432,3549.1667,340720,176.03125,16899,3725.1979,357619,1,96,,,
cross_region,qwen3.6-27b,Mv-Rv-Lv-Gv,aegislab,96,522.11458,50123,2120.5729,203575,2642.6875,253698,178.22917,17110,2820.9167,270808,1,96,,,
cross_region,qwen3.6-27b,P,aegislab,96,522.11458,50123,16899.562,1622358,17421.677,1672481,172.61458,16571,17594.292,1689052,1,96,,,
cross_region,qwen3.6-27b,V,aegislab,96,522.11458,50123,2119.7188,203493,2641.8333,253616,177.22917,17014,2819.0625,270630,1,96,,,
cross_region,qwen3.6-27b,H,aiops2022,100,16671.49,1667149,2071.27,207127,18742.76,1874276,117.14,11714,18859.9,1885990,1,100,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gt,aiops2022,100,16671.49,1667149,0,0,16671.49,1667149,116.71,11671,16788.2,1678820,1,100,,,
cross_region,qwen3.6-27b,Mt-Rt-Lt-Gv,aiops2022,100,15349.08,1534908,502.47,50247,15851.55,1585155,116.96,11696,15968.51,1596851,1,100,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gt,aiops2022,100,16210.66,1621066,98,9800,16308.66,1630866,118.03,11803,16426.69,1642669,1,100,,,
cross_region,qwen3.6-27b,Mt-Rt-Lv-Gv,aiops2022,100,14888.25,1488825,600.47,60047,15488.72,1548872,117.95,11795,15606.67,1560667,1,100,,,
cross_region,qwen3.6-27b,Mt-Rv-Lt-Gt,aiops2022,100,15983.57,1598357,98,9800,16081.57,1608157,116.87,11687,16198.44,1619844,1,100,,,
