experiment,model,comparison,dimension,value,repair_n,break_n,n,delta,p,cohen_dz,improve,degrade,tie
ledger_handoff_rca,qwen3.6-27b,L_hyb - L_txt,root_service,ts-user-service,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,qwen3.6-27b,L_hyb - L_txt,root_service,ts-verification-code-service,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,dataset,aegislab,13,11,96,9.2518585e-18,0.98690762,1.9153167e-17,13,13,70
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,dataset,aiops2022,6,15,100,-0.114,0.0046762261,-0.25795243,6,21,73
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,dataset,aiops2025,10,12,93,-0.030107527,0.55337886,-0.061397857,12,15,66
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,ContainerKill,2,0,6,0.33333333,0.5,0.64549722,2,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPRequestAbort,0,1,6,-0.16666667,1,-0.40824829,0,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPRequestDelay,1,0,7,0.071428571,1,0.37796447,1,0,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPRequestReplaceMethod,2,0,15,0.13333333,0.15729921,0.37893237,2,0,13
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPRequestReplacePath,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPResponseAbort,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPResponseDelay,0,1,7,-0.14285714,1,-0.37796447,0,1,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPResponseReplaceBody,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,HTTPResponseReplaceCode,3,4,13,-0.1025641,0.6875,-0.14146557,3,4,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,JVMException,0,1,3,-0.44444444,0.5,-0.87287156,0,2,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,JVMLatency,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,JVMMemoryStress,4,0,14,0.25,0.046019195,0.58489765,4,0,10
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,JVMReturn,0,2,2,-1,0.5,-inf,0,2,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,NetworkBandwidth,1,0,2,0.5,1,0.70710678,1,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,NetworkCorrupt,0,0,2,-0.16666667,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,NetworkDelay,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,NetworkLoss,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,NetworkPartition,0,2,6,-0.33333333,0.5,-0.64549722,0,2,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,PodFailure,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,PodKill,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,code error,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,cpu stress,0,0,8,0,1,0,0,0,8
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,dns error,0,1,5,-0.2,1,-0.4472136,0,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,io fault,1,1,5,0.04,1,0.056121353,2,1,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,jvm cpu,0,0,3,0.16666667,1,0.57735027,1,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,jvm exception,1,1,3,0,1,0,1,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,jvm gc,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,jvm latency,1,1,5,0,1,0,1,1,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器cpu负载,0,2,9,-0.22222222,0.5,-0.50395263,0,2,7
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器内存负载,0,2,8,-0.25,0.5,-0.54006172,0,2,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器写io负载,0,1,4,-0.25,1,-0.5,0,1,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器网络丢包,0,1,9,-0.16666667,0.5,-0.47140452,0,2,7
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器网络延迟,0,3,10,-0.32,0.125,-0.6761234,0,4,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器网络资源包损坏,1,3,10,-0.25333333,0.21875,-0.40569652,1,5,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器网络资源包重复发送,0,0,7,-0.071428571,1,-0.37796447,0,1,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器读io负载,2,1,9,0.11111111,1,0.18490007,2,1,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,k8s容器进程中止,1,0,5,0.2,1,0.4472136,1,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,memory stress,0,1,6,-0.16666667,1,-0.40824829,0,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,network corrupt,4,2,6,0.27777778,0.6875,0.27829361,4,2,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,network delay,0,1,7,-0.26190476,0.25,-0.68350674,0,3,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,network loss,1,2,5,-0.2,1,-0.23904572,1,2,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node cpu stress,1,1,6,0,1,0,1,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node disk fill,0,0,4,0,1,0,0,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node memory stress,1,1,12,0,1,0,1,1,10
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node 内存消耗,1,0,5,0.2,1,0.4472136,1,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node 磁盘写IO消耗,1,1,6,-0.083333333,1,-0.16951588,1,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node 磁盘空间消耗,0,1,5,-0.13333333,1,-0.4472136,0,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node 磁盘读IO消耗,0,0,5,0,1,0,0,0,5
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node节点CPU故障,0,0,5,-0.1,1,-0.4472136,0,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,node节点CPU爬升,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,pod failure,0,0,10,0,1,0,0,0,10
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,pod kill,0,0,2,-0.16666667,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,fault_type,target port misconfig,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,adservice,2,2,16,-0.0125,0.7733346,-0.022727273,3,4,9
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,adservice-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,adservice-1,0,1,3,-0.33333333,1,-0.57735027,0,1,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,adservice2-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,cartservice,2,0,12,0.069444444,1,0.14822913,2,3,7
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,cartservice-0,0,1,2,-0.5,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,cartservice2-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,checkoutservice,2,5,21,-0.15873016,0.21644902,-0.29186663,2,5,14
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,checkoutservice-0,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,checkoutservice-1,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,currencyservice,0,0,6,-0.083333333,1,-0.40824829,0,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,currencyservice-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,currencyservice-1,0,1,2,-0.5,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,currencyservice-2,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,emailservice,0,0,6,0,1,0,0,0,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,emailservice-1,0,2,2,-1,0.5,-inf,0,2,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,frontend,1,2,6,-0.16666667,1,-0.22140372,1,2,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,frontend-0,1,0,1,1,1,inf,1,0,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,frontend-1,0,1,1,-1,1,-inf,0,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,frontend-2,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,frontend2-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,mysql,1,1,6,0,1,0,1,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-1,0,0,6,0,1,0,0,0,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-2,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-3,1,0,7,0.14285714,1,0.37796447,1,0,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-4,1,0,5,0.1,1,0.18257419,1,1,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-5,2,0,12,0.125,0.5,0.40219983,2,0,10
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-6,0,3,12,-0.22222222,0.25,-0.54160256,0,3,9
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-7,0,1,2,-0.5,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,node-8,0,0,4,0,1,0,0,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,paymentservice,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,productcatalogservice,0,0,8,-0.066666667,0.5,-0.51887452,0,2,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,productcatalogservice-0,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,productcatalogservice-1,0,1,3,-0.33333333,1,-0.57735027,0,1,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,productcatalogservice-2,1,1,2,0,1,0,1,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,productcatalogservice2-0,0,1,1,-1,1,-inf,0,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,recommendationservice,1,1,5,0,1,0,1,1,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,recommendationservice-2,0,1,1,-1,1,-inf,0,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,recommendationservice2-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,shippingservice,1,1,10,0,1,0,1,1,8
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,shippingservice-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,shippingservice-1,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,shippingservice2-0,0,1,1,-1,1,-inf,0,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,tidb-tidb,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,tidb-tikv,1,1,10,0.02,1,0.042049648,2,1,7
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-assurance-service,0,2,5,-0.4,0.5,-0.73029674,0,2,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-auth-service,2,0,4,0.41666667,0.5,0.60633906,2,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-basic-service,2,1,19,0.052631579,0.56370286,0.1300665,2,1,16
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-config-service,2,1,6,0.083333333,1,0.12539247,2,1,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-consign-service,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-contacts-service,1,1,2,0,1,0,1,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-food-service,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-inside-payment-service,0,1,2,-0.5,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-order-other-service,1,0,4,0.16666667,1,0.5,1,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-order-service,1,1,5,-0.1,1,-0.18257419,1,1,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-preserve-service,0,2,5,-0.4,0.5,-0.73029674,0,2,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-price-service,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-route-plan-service,0,0,6,0,1,0,0,0,6
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-route-service,0,0,4,0,1,0,0,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-seat-service,0,1,6,-0.16666667,1,-0.40824829,0,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-security-service,0,0,1,-0.33333333,1,-inf,0,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-station-food-service,1,0,1,1,1,inf,1,0,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-station-service,1,0,1,1,1,inf,1,0,0
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-train-service,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-travel-plan-service,1,0,3,0.33333333,1,0.57735027,1,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-travel-service,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-travel2-service,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-user-service,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_vis - L_txt,root_service,ts-verification-code-service,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,dataset,aegislab,13,9,96,0.027777778,0.44622909,0.061604726,14,10,72
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,dataset,aiops2022,7,10,100,-0.057333333,0.12364698,-0.14634031,7,14,79
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,dataset,aiops2025,5,7,93,-0.026523297,0.44253931,-0.075690914,6,9,78
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,ContainerKill,1,0,6,0.16666667,1,0.40824829,1,0,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPRequestAbort,0,1,6,-0.16666667,1,-0.40824829,0,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPRequestDelay,0,0,7,-0.023809524,1,-0.097590007,1,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPRequestReplaceMethod,0,2,15,-0.13333333,0.15729921,-0.37893237,0,2,13
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPRequestReplacePath,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPResponseAbort,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPResponseDelay,0,1,7,-0.095238095,1,-0.37796447,0,1,6
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPResponseReplaceBody,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,HTTPResponseReplaceCode,3,1,13,0.12820513,0.625,0.24708311,3,1,9
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,JVMException,2,1,3,0.22222222,1,0.20739034,2,1,0
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,JVMLatency,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,JVMMemoryStress,4,0,14,0.25,0.046019195,0.58489765,4,0,10
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,JVMReturn,0,2,2,-1,0.5,-inf,0,2,0
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,NetworkBandwidth,1,0,2,0.5,1,0.70710678,1,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,NetworkCorrupt,1,0,2,0.33333333,1,0.70710678,1,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,NetworkDelay,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,NetworkLoss,1,0,3,0.33333333,1,0.57735027,1,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,NetworkPartition,0,1,6,-0.16666667,1,-0.40824829,0,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,PodFailure,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,PodKill,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,code error,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,cpu stress,0,0,8,0,1,0,0,0,8
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,dns error,0,1,5,-0.2,1,-0.4472136,0,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,io fault,0,0,5,0,1,0,0,0,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,jvm cpu,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,jvm exception,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,jvm gc,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,jvm latency,0,1,5,-0.1,1,-0.18257419,1,1,3
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器cpu负载,0,1,9,-0.11111111,1,-0.33333333,0,1,8
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器内存负载,0,2,8,-0.25,0.5,-0.54006172,0,2,6
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器写io负载,0,0,4,0,1,0,0,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器网络丢包,1,1,9,-0.055555556,1,-0.14213381,1,1,7
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器网络延迟,0,3,10,-0.32,0.125,-0.6761234,0,4,6
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器网络资源包损坏,2,2,10,-0.053333333,0.8125,-0.086066297,2,3,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器网络资源包重复发送,0,0,7,-0.071428571,1,-0.37796447,0,1,6
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器读io负载,1,1,9,0,1,0,1,1,7
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,k8s容器进程中止,1,0,5,0.2,1,0.4472136,1,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,memory stress,0,1,6,-0.16666667,1,-0.40824829,0,1,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,network corrupt,2,0,6,0.33333333,0.5,0.64549722,2,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,network delay,1,1,7,-0.11904762,0.75,-0.25958707,1,2,4
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,network loss,0,3,5,-0.56,0.25,-1.0817344,0,3,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node cpu stress,0,0,6,0,1,0,0,0,6
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node disk fill,1,0,4,0.25,1,0.5,1,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node memory stress,1,0,12,0.083333333,1,0.28867513,1,0,11
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node 内存消耗,1,0,5,0.2,1,0.4472136,1,0,4
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node 磁盘写IO消耗,1,0,6,0.083333333,1,0.40824829,1,0,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node 磁盘空间消耗,0,0,5,0,1,0,0,0,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node 磁盘读IO消耗,0,0,5,0,1,0,0,0,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node节点CPU故障,0,0,5,-0.1,1,-0.4472136,0,1,4
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,node节点CPU爬升,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,pod failure,0,0,10,0,1,0,0,0,10
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,pod kill,0,0,2,-0.16666667,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,fault_type,target port misconfig,0,0,3,0,1,0,0,0,3
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,adservice,1,1,16,-0.0125,1,-0.03904344,2,2,12
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,adservice-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,adservice-1,0,1,3,-0.33333333,1,-0.57735027,0,1,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,adservice2-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,cartservice,2,1,12,-0.013888889,0.9375,-0.027512728,2,3,7
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,cartservice-0,0,1,2,-0.5,1,-0.70710678,0,1,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,cartservice2-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,checkoutservice,0,4,21,-0.18095238,0.045713351,-0.47096985,0,4,17
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,checkoutservice-0,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,checkoutservice-1,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,currencyservice,1,0,6,0.083333333,1,0.40824829,1,0,5
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,currencyservice-0,0,0,1,0,1,0,0,0,1
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,currencyservice-1,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,currencyservice-2,0,0,2,0,1,0,0,0,2
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,emailservice,0,0,6,0,1,0,0,0,6
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb - L_txt,root_service,emailservice-1,0,1,2,-0.5,1,-0.70710678,0,1,1
