experiment,model,arm,dataset,root_service,n,ac1,mrr
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,node-5,4,0.25,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,node-6,5,0.2,0.2
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,node-7,2,0,0.125
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,node-8,4,0.25,0.39583333
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,paymentservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,productcatalogservice,4,0.25,0.25
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,recommendationservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,shippingservice,6,0.16666667,0.25
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,tidb-tidb,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_factual,aiops2025,tidb-tikv,10,0,0.18333333
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,checkoutservice,18,0.83333333,0.90277778
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,currencyservice,18,0.38888889,0.58333333
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,emailservice,18,0.72222222,0.83333333
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,productcatalogservice,18,0.5,0.62962963
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_ob,recommendationservice,18,0.94444444,0.97222222
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,ts-auth-service,18,0.72222222,0.75
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,ts-order-service,18,0.5,0.64074074
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,ts-route-service,18,0.66666667,0.78240741
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,ts-train-service,18,0.55555556,0.68981481
visual_counterfactual_rca,qwen3.6-27b,H_factual,re2_tt,ts-travel-service,18,0.55555556,0.67592593
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,mysql,6,0.5,0.70833333
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-assurance-service,5,0.8,0.9
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-auth-service,4,0.25,0.45833333
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-basic-service,19,0.10526316,0.23421053
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-config-service,6,0.33333333,0.375
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-consign-service,2,0,0.16666667
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-contacts-service,2,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-food-service,3,0.33333333,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-inside-payment-service,2,1,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-order-other-service,4,0.25,0.3125
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-order-service,5,0,0.21666667
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-preserve-service,5,0.2,0.36666667
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-price-service,2,0.5,0.75
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-route-plan-service,6,0.16666667,0.25555556
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-route-service,4,0.25,0.55
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-seat-service,6,0.33333333,0.45
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-security-service,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-station-food-service,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-station-service,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-train-service,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-travel-plan-service,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-travel-service,3,0,0.19444444
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-travel2-service,2,0,0.41666667
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-user-service,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aegislab,ts-verification-code-service,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,adservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,adservice-0,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,adservice-1,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,cartservice,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,cartservice-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,checkoutservice,2,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,checkoutservice-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,checkoutservice-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,currencyservice,2,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,currencyservice-2,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,emailservice,3,0.33333333,0.44444444
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,frontend,3,0.33333333,0.58333333
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node-2,3,0.66666667,0.77777778
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node-3,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node-4,2,0.5,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,node-5,6,0.33333333,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,paymentservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,productcatalogservice,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,productcatalogservice-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,productcatalogservice-2,2,0.5,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,recommendationservice,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,recommendationservice-2,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,shippingservice,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,shippingservice-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2022,shippingservice2-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,adservice,14,0.21428571,0.32738095
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,cartservice,7,0.28571429,0.46428571
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,checkoutservice,17,0.11764706,0.2245098
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,currencyservice,4,0.25,0.3125
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,emailservice,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,frontend,3,0,0.27777778
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node-1,3,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node-3,3,0.33333333,0.61111111
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node-4,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node-5,4,0.25,0.25
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node-6,5,0.2,0.25
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node-7,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,node-8,4,0.25,0.3125
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,paymentservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,productcatalogservice,4,0,0.125
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,recommendationservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,shippingservice,6,0.16666667,0.25
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,tidb-tidb,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_neutral,aiops2025,tidb-tikv,10,0,0.19166667
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,checkoutservice,18,0.83333333,0.90277778
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,currencyservice,18,0.33333333,0.56203704
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,emailservice,18,0.66666667,0.77777778
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,productcatalogservice,18,0.5,0.72685185
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_ob,recommendationservice,18,0.94444444,0.97222222
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,ts-auth-service,18,0.77777778,0.77777778
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,ts-order-service,18,0.72222222,0.7962963
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,ts-route-service,18,0.83333333,0.85185185
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,ts-train-service,18,0.66666667,0.77777778
visual_counterfactual_rca,qwen3.6-27b,H_neutral,re2_tt,ts-travel-service,18,0.5,0.61296296
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,mysql,6,0.5,0.63888889
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-assurance-service,5,0.6,0.75
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-auth-service,4,0.25,0.4875
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-basic-service,19,0.10526316,0.24473684
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-config-service,6,0.33333333,0.47222222
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-consign-service,2,0,0.16666667
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-contacts-service,2,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-food-service,3,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-inside-payment-service,2,0.5,0.75
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-order-other-service,4,0.25,0.35
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-order-service,5,0,0.21666667
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-preserve-service,5,0,0.21666667
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-price-service,2,0.5,0.75
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-route-plan-service,6,0,0.055555556
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-route-service,4,0.25,0.425
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-seat-service,6,0,0.21388889
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-security-service,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-station-food-service,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-station-service,1,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-train-service,2,0,0.125
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-travel-plan-service,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-travel-service,3,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-travel2-service,2,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-user-service,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aegislab,ts-verification-code-service,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,adservice,1,0,0.2
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,adservice-0,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,adservice-1,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,cartservice,3,0.33333333,0.44444444
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,cartservice-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,checkoutservice,2,0.5,0.625
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,checkoutservice-0,1,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,checkoutservice-1,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,currencyservice,2,0,0.125
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,currencyservice-2,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,emailservice,3,0.33333333,0.44444444
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,frontend,3,0.66666667,0.77777778
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node-2,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node-3,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node-4,2,0.5,0.5
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,node-5,6,0.33333333,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,paymentservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,productcatalogservice,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,productcatalogservice-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,productcatalogservice-2,2,0,0.16666667
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,recommendationservice,3,0.33333333,0.4
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,recommendationservice-2,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,shippingservice,3,0.33333333,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,shippingservice-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2022,shippingservice2-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,adservice,14,0.14285714,0.23095238
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,cartservice,7,0.28571429,0.36904762
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,checkoutservice,17,0.17647059,0.26960784
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,currencyservice,4,0.25,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,emailservice,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,frontend,3,0.33333333,0.44444444
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node-1,3,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node-3,3,0.66666667,0.66666667
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node-4,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node-5,4,0.25,0.3
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node-6,5,0.2,0.2
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node-7,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,node-8,4,0.25,0.375
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,paymentservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,productcatalogservice,4,0.25,0.25
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,recommendationservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,shippingservice,6,0.16666667,0.28333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,tidb-tidb,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_placebo,aiops2025,tidb-tikv,10,0,0.18333333
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,checkoutservice,18,0.83333333,0.90277778
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,currencyservice,18,0.33333333,0.47222222
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,emailservice,18,0.66666667,0.77777778
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,productcatalogservice,18,0.44444444,0.59907407
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_ob,recommendationservice,18,0.94444444,0.97222222
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,ts-auth-service,18,0.55555556,0.59444444
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,ts-order-service,18,0.55555556,0.66851852
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,ts-route-service,18,0.77777778,0.84722222
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,ts-train-service,18,0.5,0.68703704
visual_counterfactual_rca,qwen3.6-27b,H_placebo,re2_tt,ts-travel-service,18,0.55555556,0.68518519
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,mysql,6,0.66666667,0.79166667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-assurance-service,5,0.6,0.74
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-auth-service,4,0.25,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-basic-service,19,0.15789474,0.26315789
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-config-service,6,0.33333333,0.46388889
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-consign-service,2,0,0.16666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-contacts-service,2,0,0.41666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-food-service,3,0,0.083333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-inside-payment-service,2,0.5,0.625
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-order-other-service,4,0.25,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-order-service,5,0,0.18333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-preserve-service,5,0,0.13333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-price-service,2,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-route-plan-service,6,0.16666667,0.28333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-route-service,4,0.25,0.425
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-seat-service,6,0.16666667,0.34722222
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-security-service,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-station-food-service,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-station-service,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-train-service,2,0,0.16666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-travel-plan-service,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-travel-service,3,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-travel2-service,2,0.5,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-user-service,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aegislab,ts-verification-code-service,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,adservice,1,0,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,adservice-0,1,0,0.2
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,adservice-1,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,cartservice,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,cartservice-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,checkoutservice,2,1,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,checkoutservice-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,checkoutservice-1,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,currencyservice,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,currencyservice-2,1,1,1
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,emailservice,3,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,frontend,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node-1,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node-2,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node-3,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node-4,2,0,0.375
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,node-5,6,0.33333333,0.41666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,paymentservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,productcatalogservice,1,0,0.25
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,productcatalogservice-1,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,productcatalogservice-2,2,0,0.16666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,recommendationservice,3,0,0.16666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,recommendationservice-2,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,shippingservice,3,0.33333333,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,shippingservice-1,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2022,shippingservice2-0,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,adservice,14,0.14285714,0.27619048
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,cartservice,7,0.14285714,0.39285714
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,checkoutservice,17,0.11764706,0.31372549
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,currencyservice,4,0.25,0.3125
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,emailservice,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,frontend,3,0,0.27777778
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node-1,3,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node-3,3,0.66666667,0.66666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node-4,1,0,0.5
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node-5,4,0.25,0.33333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node-6,5,0,0.05
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node-7,2,0,0.125
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,node-8,4,0.25,0.39583333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,paymentservice,1,0,0.2
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,productcatalogservice,4,0.25,0.25
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,recommendationservice,1,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,shippingservice,6,0.16666667,0.25
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,tidb-tidb,2,0,0
visual_counterfactual_rca,qwen3.6-27b,H_targeted,aiops2025,tidb-tikv,10,0.1,0.25333333
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,checkoutservice,18,0.83333333,0.91666667
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,currencyservice,18,0.22222222,0.48611111
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,emailservice,18,0.77777778,0.84722222
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,productcatalogservice,18,0.27777778,0.48518519
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_ob,recommendationservice,18,0.94444444,0.97222222
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,ts-auth-service,18,0.72222222,0.75
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,ts-order-service,18,0.5,0.62685185
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,ts-route-service,18,0.77777778,0.87037037
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,ts-train-service,18,0.5,0.67592593
visual_counterfactual_rca,qwen3.6-27b,H_targeted,re2_tt,ts-travel-service,18,0.5,0.57407407
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,mysql,6,0.5,0.61111111
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-assurance-service,5,0.4,0.55
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-auth-service,4,0.25,0.375
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-basic-service,19,0.10526316,0.16666667
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-config-service,6,0.33333333,0.47777778
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-consign-service,2,0,0.25
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-contacts-service,2,0,0.33333333
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-food-service,3,0,0.27777778
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-inside-payment-service,2,1,1
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-order-other-service,4,0,0.25
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-order-service,5,0,0.25
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-preserve-service,5,0.2,0.46666667
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-price-service,2,0.5,0.75
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-route-plan-service,6,0.16666667,0.31111111
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-route-service,4,0,0.33333333
visual_counterfactual_rca,qwen3.8-27b,H_factual,aegislab,ts-seat-service,6,0.16666667,0.47222222
