experiment,model,arm,dataset,n,overall,level1,level2,level3,query_id_valid,step_accuracy
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aiops2022,100,0.355,0.59,0.15789474,0.047619048,1,0.43666667
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,aiops2025,93,0.43727599,0.62365591,0.3164557,0.075,1,0.55555556
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,re2_ob,90,0.3,0.56666667,0.26666667,0.066666667,1,0.46481481
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lt-Gv,re2_tt,90,0.33703704,0.71111111,0.15909091,0.125,1,0.54074074
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aegislab,96,0.13715278,0.35416667,0,0.012820513,1,0.35243056
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aiops2022,100,0.17333333,0.33,0.021052632,0,1,0.37666667
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,aiops2025,93,0.21505376,0.37634409,0.050632911,0.075,1,0.40860215
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,re2_ob,90,0.15555556,0.4,0.033333333,0.033333333,1,0.38148148
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gt,re2_tt,90,0.18148148,0.43333333,0.034090909,0.056818182,1,0.44444444
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aegislab,96,0.16493056,0.40625,0.010526316,0.038461538,1,0.41319444
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aiops2022,100,0.22166667,0.41,0.042105263,0,1,0.42333333
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,aiops2025,93,0.25268817,0.44086022,0.050632911,0.05,1,0.43189964
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,re2_ob,90,0.15555556,0.44444444,0.011111111,0.011111111,1,0.41111111
typed_two_stage,gemma-4-26b-a4b,Mv-Rv-Lv-Gv,re2_tt,90,0.16666667,0.4,0.022727273,0.056818182,1,0.42777778
typed_two_stage,gemma-4-26b-a4b,P,aegislab,96,0.32118056,0.77083333,0.073684211,0.025641026,1,0.29340278
typed_two_stage,gemma-4-26b-a4b,P,aiops2022,100,0.46,0.73,0.23157895,0.047619048,1,0.45
typed_two_stage,gemma-4-26b-a4b,P,aiops2025,93,0.39426523,0.65591398,0.2278481,0.025,1,0.42114695
typed_two_stage,gemma-4-26b-a4b,P,re2_ob,90,0.32592593,0.72222222,0.16666667,0.088888889,0.98888889,0.33703704
typed_two_stage,gemma-4-26b-a4b,P,re2_tt,90,0.34074074,0.74444444,0.17045455,0.090909091,1,0.37592593
typed_two_stage,gemma-4-26b-a4b,V,aegislab,96,0.17534722,0.36458333,0.042105263,0.08974359,1,0.37847222
typed_two_stage,gemma-4-26b-a4b,V,aiops2022,100,0.27666667,0.38,0.18947368,0.047619048,1,0.45333333
typed_two_stage,gemma-4-26b-a4b,V,aiops2025,93,0.27956989,0.39784946,0.18987342,0.05,1,0.4390681
typed_two_stage,gemma-4-26b-a4b,V,re2_ob,90,0.22222222,0.41111111,0.16666667,0.088888889,1,0.42962963
typed_two_stage,gemma-4-26b-a4b,V,re2_tt,90,0.16666667,0.36666667,0.056818182,0.034090909,1,0.37777778
typed_two_stage,qwen3.6-27b,H,aegislab,96,0.40798611,0.66666667,0.2,0.32894737,1,0.54513889
typed_two_stage,qwen3.6-27b,H,aiops2022,100,0.52,0.62,0.48958333,0,1,0.56833333
typed_two_stage,qwen3.6-27b,H,aiops2025,93,0.53225806,0.69892473,0.51282051,0.20454545,1,0.63799283
typed_two_stage,qwen3.6-27b,H,re2_ob,90,0.35555556,0.64444444,0.25555556,0.16666667,1,0.46851852
typed_two_stage,qwen3.6-27b,H,re2_tt,90,0.37222222,0.61111111,0.28089888,0.22727273,1,0.49444444
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gt,aegislab,96,0.36805556,0.65625,0.17894737,0.21052632,1,0.46527778
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gt,aiops2022,100,0.41833333,0.6,0.27083333,0.055555556,1,0.445
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gt,aiops2025,93,0.48566308,0.69892473,0.35897436,0.22727273,1,0.5734767
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gt,re2_ob,90,0.31851852,0.63333333,0.21111111,0.11111111,1,0.40185185
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gt,re2_tt,90,0.31851852,0.6,0.2247191,0.13636364,1,0.41111111
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,aegislab,96,0.36458333,0.64583333,0.17894737,0.22368421,1,0.47743056
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,aiops2022,100,0.425,0.57,0.32291667,0,1,0.45166667
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,aiops2025,93,0.48924731,0.69892473,0.41025641,0.15909091,1,0.5609319
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_ob,90,0.34444444,0.65555556,0.24444444,0.13333333,1,0.44259259
typed_two_stage,qwen3.6-27b,Mt-Rt-Lt-Gv,re2_tt,90,0.35555556,0.57777778,0.26966292,0.22727273,1,0.4462963
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,aegislab,96,0.375,0.64583333,0.17894737,0.26315789,1,0.49305556
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,aiops2022,100,0.515,0.62,0.46875,0,1,0.59166667
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,aiops2025,93,0.46953405,0.69892473,0.34615385,0.15909091,1,0.57168459
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_ob,90,0.32962963,0.65555556,0.18888889,0.14444444,1,0.42962963
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gt,re2_tt,90,0.32222222,0.57777778,0.2247191,0.17045455,1,0.46481481
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,aegislab,96,0.34722222,0.625,0.15789474,0.21052632,1,0.46875
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,aiops2022,100,0.495,0.59,0.45833333,0,1,0.56166667
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,aiops2025,93,0.46953405,0.69892473,0.33333333,0.18181818,1,0.56272401
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_ob,90,0.31481481,0.64444444,0.17777778,0.12222222,1,0.41666667
typed_two_stage,qwen3.6-27b,Mt-Rt-Lv-Gv,re2_tt,90,0.34814815,0.58888889,0.24719101,0.21590909,1,0.50555556
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,aegislab,96,0.30729167,0.57291667,0.10526316,0.21052632,1,0.49479167
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,aiops2022,100,0.37666667,0.57,0.21875,0,1,0.44
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,aiops2025,93,0.37634409,0.60215054,0.17948718,0.18181818,1,0.49283154
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_ob,90,0.24444444,0.5,0.15555556,0.077777778,1,0.4037037
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gt,re2_tt,90,0.23333333,0.51111111,0.078651685,0.11363636,1,0.4037037
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,aegislab,96,0.27256944,0.53125,0.094736842,0.19736842,1,0.44270833
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,aiops2022,100,0.35,0.52,0.21875,0,1,0.42166667
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,aiops2025,93,0.34946237,0.60215054,0.17948718,0.068181818,1,0.45878136
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_ob,90,0.23703704,0.46666667,0.15555556,0.088888889,1,0.37777778
typed_two_stage,qwen3.6-27b,Mt-Rv-Lt-Gv,re2_tt,90,0.24444444,0.47777778,0.14606742,0.11363636,1,0.39444444
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,aegislab,96,0.296875,0.57291667,0.11578947,0.18421053,1,0.50694444
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2022,100,0.335,0.52,0.17708333,0,1,0.43666667
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,aiops2025,93,0.32078853,0.56989247,0.11538462,0.090909091,1,0.44982079
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_ob,90,0.23333333,0.47777778,0.11111111,0.11111111,1,0.41666667
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gt,re2_tt,90,0.23518519,0.51111111,0.078651685,0.11363636,1,0.47962963
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,aegislab,96,0.27604167,0.57291667,0.094736842,0.13157895,1,0.45486111
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2022,100,0.34,0.47,0.25,0.055555556,1,0.445
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,aiops2025,93,0.36200717,0.61290323,0.20512821,0.068181818,1,0.48924731
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_ob,90,0.24814815,0.48888889,0.16666667,0.088888889,1,0.4
typed_two_stage,qwen3.6-27b,Mt-Rv-Lv-Gv,re2_tt,90,0.31296296,0.54444444,0.20224719,0.19318182,1,0.51296296
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,aegislab,96,0.38368056,0.67708333,0.21052632,0.21052632,1,0.484375
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2022,100,0.44666667,0.63,0.3125,0,1,0.465
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,aiops2025,93,0.54121864,0.7311828,0.5,0.11363636,1,0.62365591
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_ob,90,0.39259259,0.7,0.27777778,0.2,1,0.47962963
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gt,re2_tt,90,0.36111111,0.62222222,0.26966292,0.19318182,1,0.4462963
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,aegislab,96,0.38020833,0.6875,0.2,0.19736842,1,0.48784722
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2022,100,0.46166667,0.61,0.36458333,0.055555556,1,0.49333333
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,aiops2025,93,0.54301075,0.72043011,0.5,0.20454545,1,0.62544803
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_ob,90,0.34074074,0.66666667,0.22222222,0.13333333,1,0.44074074
typed_two_stage,qwen3.6-27b,Mv-Rt-Lt-Gv,re2_tt,90,0.36481481,0.62222222,0.28089888,0.19318182,1,0.45740741
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,aegislab,96,0.40277778,0.6875,0.22105263,0.25,1,0.51388889
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2022,100,0.54,0.65,0.5,0,1,0.61
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,aiops2025,93,0.52329749,0.7311828,0.42307692,0.20454545,1,0.61648746
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_ob,90,0.35925926,0.68888889,0.22222222,0.16666667,1,0.47777778
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gt,re2_tt,90,0.35740741,0.62222222,0.24719101,0.20454545,1,0.49259259
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,aegislab,96,0.390625,0.67708333,0.21052632,0.23684211,1,0.49305556
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2022,100,0.53,0.63,0.5,0,1,0.59833333
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,aiops2025,93,0.5125448,0.72043011,0.41025641,0.20454545,1,0.61648746
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_ob,90,0.35185185,0.7,0.21111111,0.14444444,1,0.44444444
typed_two_stage,qwen3.6-27b,Mv-Rt-Lv-Gv,re2_tt,90,0.36481481,0.63333333,0.28089888,0.18181818,1,0.51111111
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,aegislab,96,0.27083333,0.53125,0.094736842,0.18421053,1,0.48090278
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2022,100,0.38166667,0.56,0.22916667,0.11111111,1,0.46666667
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,aiops2025,93,0.41218638,0.60215054,0.26923077,0.13636364,1,0.5609319
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_ob,90,0.24074074,0.46666667,0.14444444,0.11111111,1,0.43888889
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gt,re2_tt,90,0.23148148,0.51111111,0.1011236,0.079545455,1,0.41851852
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,aegislab,96,0.33680556,0.61458333,0.16842105,0.19736842,1,0.50173611
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2022,100,0.36333333,0.53,0.23958333,0.055555556,1,0.45166667
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,aiops2025,93,0.43010753,0.59139785,0.38461538,0.13636364,1,0.56272401
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_ob,90,0.26666667,0.48888889,0.17777778,0.13333333,1,0.42407407
typed_two_stage,qwen3.6-27b,Mv-Rv-Lt-Gv,re2_tt,90,0.30925926,0.53333333,0.23595506,0.15909091,1,0.46111111
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,aegislab,96,0.34201389,0.63541667,0.13684211,0.21052632,1,0.53125
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2022,100,0.405,0.55,0.29166667,0,1,0.50833333
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,aiops2025,93,0.44265233,0.67741935,0.32051282,0.13636364,1,0.56630824
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_ob,90,0.23333333,0.48888889,0.11111111,0.1,1,0.44074074
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gt,re2_tt,90,0.26111111,0.55555556,0.1011236,0.125,1,0.48518519
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,aegislab,96,0.38194444,0.6875,0.17894737,0.22368421,1,0.54340278
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2022,100,0.40833333,0.53,0.33333333,0.055555556,1,0.525
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,aiops2025,93,0.45878136,0.62365591,0.41025641,0.15909091,1,0.58422939
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_ob,90,0.26296296,0.51111111,0.15555556,0.12222222,1,0.43703704
typed_two_stage,qwen3.6-27b,Mv-Rv-Lv-Gv,re2_tt,90,0.31666667,0.57777778,0.23595506,0.13636364,1,0.51296296
typed_two_stage,qwen3.6-27b,P,aegislab,96,0.35069444,0.65625,0.17894737,0.15789474,1,0.41493056
typed_two_stage,qwen3.6-27b,P,aiops2022,100,0.35666667,0.51,0.23958333,0,1,0.39666667
typed_two_stage,qwen3.6-27b,P,aiops2025,93,0.39247312,0.55913978,0.3974359,0.022727273,1,0.47311828
typed_two_stage,qwen3.6-27b,P,re2_ob,90,0.31481481,0.65555556,0.2,0.088888889,1,0.36851852
typed_two_stage,qwen3.6-27b,P,re2_tt,90,0.29814815,0.6,0.21348315,0.079545455,1,0.34814815
typed_two_stage,qwen3.6-27b,V,aegislab,96,0.36284722,0.66666667,0.21052632,0.17105263,1,0.47048611
typed_two_stage,qwen3.6-27b,V,aiops2022,100,0.48333333,0.59,0.4375,0,1,0.54833333
typed_two_stage,qwen3.6-27b,V,aiops2025,93,0.51792115,0.68817204,0.52564103,0.18181818,1,0.60394265
typed_two_stage,qwen3.6-27b,V,re2_ob,90,0.27777778,0.55555556,0.18888889,0.088888889,1,0.40740741
typed_two_stage,qwen3.6-27b,V,re2_tt,90,0.3537037,0.65555556,0.29213483,0.11363636,1,0.50555556
typed_two_stage,qwen3.8-27b,H,aegislab,96,0.37673611,0.70833333,0.16666667,0.24175824,1,0.47395833
typed_two_stage,qwen3.8-27b,H,aiops2022,100,0.67666667,0.89,0.5625,0.086956522,1,0.72166667
typed_two_stage,qwen3.8-27b,H,aiops2025,93,0.46774194,0.75268817,0.20689655,0.3,1,0.54659498
typed_two_stage,qwen3.8-27b,H,re2_ob,90,0.44444444,0.78888889,0.33333333,0.21111111,1,0.53333333
typed_two_stage,qwen3.8-27b,H,re2_tt,90,0.36111111,0.66666667,0.24719101,0.14772727,1,0.46851852
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gt,aegislab,96,0.30208333,0.65625,0.125,0.10989011,1,0.36805556
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gt,aiops2022,100,0.60833333,0.85,0.45833333,0.043478261,1,0.65333333
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gt,aiops2025,93,0.44623656,0.7311828,0.1954023,0.25,1,0.49462366
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_ob,90,0.41481481,0.77777778,0.31111111,0.15555556,1,0.48703704
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gt,re2_tt,90,0.36481481,0.72222222,0.2247191,0.125,1,0.42777778
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,aegislab,96,0.32986111,0.66666667,0.14583333,0.16483516,1,0.41319444
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2022,100,0.58333333,0.83,0.42708333,0.043478261,1,0.62
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,aiops2025,93,0.40501792,0.68817204,0.18390805,0.2,1,0.45519713
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_ob,90,0.40740741,0.8,0.33333333,0.088888889,1,0.47592593
typed_two_stage,qwen3.8-27b,Mt-Rt-Lt-Gv,re2_tt,90,0.36111111,0.72222222,0.21348315,0.14772727,1,0.44814815
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,aegislab,96,0.31944444,0.65625,0.15625,0.13186813,1,0.43576389
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2022,100,0.63166667,0.82,0.54166667,0.043478261,1,0.685
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,aiops2025,93,0.42473118,0.72043011,0.18390805,0.175,1,0.4874552
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_ob,90,0.38888889,0.75555556,0.24444444,0.16666667,1,0.47407407
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gt,re2_tt,90,0.35740741,0.7,0.23595506,0.13636364,0.98888889,0.4462963
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,aegislab,96,0.33159722,0.65625,0.17708333,0.15384615,1,0.44270833
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2022,100,0.59166667,0.82,0.44791667,0.043478261,1,0.635
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,aiops2025,93,0.40860215,0.69892473,0.14942529,0.25,1,0.46415771
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_ob,90,0.4,0.77777778,0.26666667,0.15555556,1,0.49814815
typed_two_stage,qwen3.8-27b,Mt-Rt-Lv-Gv,re2_tt,90,0.35740741,0.7,0.23595506,0.13636364,1,0.44074074
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,aegislab,96,0.22916667,0.48958333,0.083333333,0.10989011,1,0.35243056
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2022,100,0.55,0.83,0.36458333,0,1,0.605
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,aiops2025,93,0.27956989,0.51612903,0.08045977,0.075,1,0.41577061
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_ob,90,0.28888889,0.5,0.22222222,0.14444444,1,0.42407407
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gt,re2_tt,90,0.24259259,0.55555556,0.08988764,0.079545455,1,0.37592593
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,aegislab,96,0.22916667,0.48958333,0.09375,0.098901099,1,0.35243056
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2022,100,0.53333333,0.83,0.32291667,0.043478261,1,0.565
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,aiops2025,93,0.29390681,0.52688172,0.091954023,0.075,1,0.42831541
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_ob,90,0.3,0.52222222,0.25555556,0.12222222,1,0.44074074
typed_two_stage,qwen3.8-27b,Mt-Rv-Lt-Gv,re2_tt,90,0.25740741,0.55555556,0.12359551,0.090909091,1,0.37777778
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,aegislab,96,0.23263889,0.5,0.10416667,0.087912088,1,0.41145833
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2022,100,0.565,0.81,0.39583333,0.043478261,1,0.63
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,aiops2025,93,0.27419355,0.50537634,0.068965517,0.1,1,0.39784946
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_ob,90,0.25925926,0.48888889,0.17777778,0.11111111,1,0.4462963
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gt,re2_tt,90,0.26481481,0.54444444,0.15730337,0.068181818,1,0.43888889
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,aegislab,96,0.28125,0.53125,0.15625,0.15384615,1,0.46006944
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2022,100,0.605,0.8,0.5,0.043478261,1,0.655
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,aiops2025,93,0.27777778,0.51612903,0.08045977,0.075,1,0.390681
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_ob,90,0.26666667,0.48888889,0.18888889,0.12222222,1,0.4462963
typed_two_stage,qwen3.8-27b,Mt-Rv-Lv-Gv,re2_tt,90,0.25740741,0.55555556,0.11235955,0.10227273,1,0.41296296
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,aegislab,96,0.35243056,0.71875,0.16666667,0.15384615,1,0.42708333
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2022,100,0.64333333,0.89,0.47916667,0.043478261,1,0.67333333
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,aiops2025,93,0.48028674,0.77419355,0.2183908,0.3,1,0.53046595
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_ob,90,0.42962963,0.75555556,0.33333333,0.2,1,0.51666667
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gt,re2_tt,90,0.40185185,0.74444444,0.29213483,0.14772727,1,0.47777778
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,aegislab,96,0.33506944,0.6875,0.14583333,0.15384615,1,0.43402778
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2022,100,0.64166667,0.9,0.48958333,0.043478261,1,0.67333333
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,aiops2025,93,0.46057348,0.74193548,0.20689655,0.325,1,0.50896057
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_ob,90,0.42962963,0.77777778,0.33333333,0.17777778,1,0.50555556
typed_two_stage,qwen3.8-27b,Mv-Rt-Lt-Gv,re2_tt,90,0.39814815,0.73333333,0.31460674,0.125,1,0.47777778
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,aegislab,96,0.34548611,0.65625,0.17708333,0.17582418,1,0.44791667
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2022,100,0.665,0.89,0.53125,0.043478261,1,0.72
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,aiops2025,93,0.46415771,0.75268817,0.1954023,0.3,1,0.5
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_ob,90,0.38518519,0.76666667,0.22222222,0.16666667,1,0.48703704
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gt,re2_tt,90,0.37962963,0.7,0.30337079,0.11363636,1,0.47407407
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,aegislab,96,0.37673611,0.70833333,0.21875,0.18681319,1,0.49305556
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2022,100,0.665,0.86,0.55208333,0.043478261,1,0.725
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,aiops2025,93,0.46774194,0.76344086,0.20689655,0.3,1,0.51433692
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_ob,90,0.40740741,0.78888889,0.26666667,0.16666667,1,0.49259259
typed_two_stage,qwen3.8-27b,Mv-Rt-Lv-Gv,re2_tt,90,0.42037037,0.73333333,0.3258427,0.18181818,1,0.54259259
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,aegislab,96,0.26215278,0.55208333,0.10416667,0.12087912,1,0.38888889
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2022,100,0.59166667,0.88,0.38541667,0.043478261,1,0.64166667
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,aiops2025,93,0.33870968,0.59139785,0.091954023,0.175,1,0.46953405
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_ob,90,0.30740741,0.52222222,0.21111111,0.18888889,1,0.47222222
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gt,re2_tt,90,0.27222222,0.58888889,0.11235955,0.090909091,1,0.43888889
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,aegislab,96,0.265625,0.52083333,0.14583333,0.12087912,1,0.38888889
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2022,100,0.59333333,0.88,0.39583333,0,1,0.635
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,aiops2025,93,0.33870968,0.59139785,0.13793103,0.1,1,0.46057348
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_ob,90,0.31481481,0.53333333,0.26666667,0.14444444,1,0.4537037
typed_two_stage,qwen3.8-27b,Mv-Rv-Lt-Gv,re2_tt,90,0.29444444,0.56666667,0.16853933,0.125,1,0.45
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,aegislab,96,0.25173611,0.54166667,0.11458333,0.087912088,1,0.42361111
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2022,100,0.655,0.9,0.5,0.043478261,1,0.705
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,aiops2025,93,0.36379928,0.61290323,0.10344828,0.2,1,0.49641577
typed_two_stage,qwen3.8-27b,Mv-Rv-Lv-Gt,re2_ob,90,0.28518519,0.53333333,0.21111111,0.11111111,1,0.48703704
