experiment,model,arm,dataset_scope,n,case_n,complete_chain_accuracy,correct_prefix_accuracy,step_accuracy,query_membership_valid,level_1_complete_chain_accuracy,level_2_complete_chain_accuracy,level_3_complete_chain_accuracy,ac@1,ac@3,ac@5,avg@3,avg@5,mrr
direct_rca,qwen3.8-27b,T,re2_ob,90,90,,,,,,,,0.42222222,0.85555556,0.86666667,0.67037037,0.74888889,0.6212963
direct_rca,qwen3.8-27b,V,re2_ob,90,90,,,,,,,,0.34444444,0.71111111,0.87777778,0.56296296,0.67555556,0.55314815
direct_rca,qwen3.8-27b,F,re2_tt,90,90,,,,,,,,0.47777778,0.78888889,0.84444444,0.63333333,0.71555556,0.62074074
direct_rca,qwen3.8-27b,H,re2_tt,90,90,,,,,,,,0.41111111,0.73333333,0.81111111,0.58518519,0.67333333,0.57074074
direct_rca,qwen3.8-27b,P,re2_tt,90,90,,,,,,,,0.21111111,0.5,0.7,0.34444444,0.46444444,0.37037037
direct_rca,qwen3.8-27b,R,re2_tt,90,90,,,,,,,,0.34444444,0.57777778,0.67777778,0.45925926,0.54,0.46407407
direct_rca,qwen3.8-27b,T,re2_tt,90,90,,,,,,,,0.43333333,0.74444444,0.84444444,0.60740741,0.69777778,0.59611111
direct_rca,qwen3.8-27b,V,re2_tt,90,90,,,,,,,,0.31111111,0.57777778,0.72222222,0.44444444,0.54666667,0.45611111
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aegislab,96,96,,,,,,,,0.42708333,0.44791667,0.44791667,0.43402778,0.43958333,0.43402778
ledger_handoff_rca,gemma-4-26b-a4b,L_txt,aegislab,96,96,,,,,,,,0.38541667,0.4375,0.4375,0.40972222,0.42083333,0.40625
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,aegislab,96,96,,,,,,,,0.40625,0.40625,0.40625,0.40625,0.40625,0.40625
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aiops2022,100,100,,,,,,,,0.26,0.26,0.26,0.26,0.26,0.26
ledger_handoff_rca,gemma-4-26b-a4b,L_txt,aiops2022,100,100,,,,,,,,0.29,0.34,0.36,0.32,0.332,0.31733333
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,aiops2022,100,100,,,,,,,,0.2,0.21,0.21,0.20333333,0.206,0.20333333
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,aiops2025,93,93,,,,,,,,0.17204301,0.19354839,0.20430108,0.1827957,0.18924731,0.18315412
ledger_handoff_rca,gemma-4-26b-a4b,L_txt,aiops2025,93,93,,,,,,,,0.19354839,0.23655914,0.23655914,0.21146953,0.22150538,0.20967742
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,aiops2025,93,93,,,,,,,,0.17204301,0.1827957,0.19354839,0.17921147,0.1827957,0.17956989
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,all_469,469,469,,,,,,,,0.43283582,0.45415778,0.45628998,0.4434968,0.44818763,0.44214641
ledger_handoff_rca,gemma-4-26b-a4b,L_txt,all_469,469,469,,,,,,,,0.41791045,0.45842217,0.46695096,0.43923241,0.44904051,0.43713575
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,all_469,469,469,,,,,,,,0.37953092,0.38379531,0.38592751,0.38166311,0.38294243,0.38173419
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,headline_289,289,289,,,,,,,,0.28719723,0.30103806,0.30449827,0.29296424,0.29688581,0.29307958
ledger_handoff_rca,gemma-4-26b-a4b,L_txt,headline_289,289,289,,,,,,,,0.29065744,0.33910035,0.34602076,0.31487889,0.32595156,0.31222607
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,headline_289,289,289,,,,,,,,0.25951557,0.26643599,0.26989619,0.26297578,0.2650519,0.26309112
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,re2_ob,90,90,,,,,,,,0.8,0.83333333,0.83333333,0.82222222,0.82666667,0.81666667
ledger_handoff_rca,gemma-4-26b-a4b,L_txt,re2_ob,90,90,,,,,,,,0.75555556,0.77777778,0.77777778,0.77037037,0.77333333,0.76666667
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,re2_ob,90,90,,,,,,,,0.68888889,0.68888889,0.68888889,0.68888889,0.68888889,0.68888889
ledger_handoff_rca,gemma-4-26b-a4b,L_hyb,re2_tt,90,90,,,,,,,,0.53333333,0.56666667,0.56666667,0.54814815,0.55555556,0.5462963
ledger_handoff_rca,gemma-4-26b-a4b,L_txt,re2_tt,90,90,,,,,,,,0.48888889,0.52222222,0.54444444,0.50740741,0.52,0.5087037
ledger_handoff_rca,gemma-4-26b-a4b,L_vis,re2_tt,90,90,,,,,,,,0.45555556,0.45555556,0.45555556,0.45555556,0.45555556,0.45555556
ledger_handoff_rca,qwen3.6-27b,L_hyb,aegislab,96,96,,,,,,,,0.32291667,0.63541667,0.69791667,0.49305556,0.57083333,0.47465278
ledger_handoff_rca,qwen3.6-27b,L_txt,aegislab,96,96,,,,,,,,0.3125,0.67708333,0.72916667,0.50694444,0.59375,0.48298611
ledger_handoff_rca,qwen3.6-27b,L_vis,aegislab,96,96,,,,,,,,0.32291667,0.61458333,0.6875,0.48611111,0.56041667,0.46979167
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2022,100,100,,,,,,,,0.29,0.47,0.57,0.38,0.45,0.3885
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2022,100,100,,,,,,,,0.26,0.42,0.53,0.34,0.404,0.35116667
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2022,100,100,,,,,,,,0.21,0.47,0.54,0.33666667,0.416,0.33366667
ledger_handoff_rca,qwen3.6-27b,L_hyb,aiops2025,93,93,,,,,,,,0.25806452,0.49462366,0.55913978,0.39426523,0.46021505,0.38172043
ledger_handoff_rca,qwen3.6-27b,L_txt,aiops2025,93,93,,,,,,,,0.24731183,0.48387097,0.56989247,0.37992832,0.44301075,0.37132616
ledger_handoff_rca,qwen3.6-27b,L_vis,aiops2025,93,93,,,,,,,,0.1827957,0.40860215,0.49462366,0.31182796,0.37849462,0.30483871
ledger_handoff_rca,qwen3.6-27b,L_hyb,all_469,469,469,,,,,,,,0.40724947,0.63113006,0.69509595,0.52878465,0.59147122,0.52036247
ledger_handoff_rca,qwen3.6-27b,L_txt,all_469,469,469,,,,,,,,0.3901919,0.63113006,0.71855011,0.52025586,0.5901919,0.51488984
ledger_handoff_rca,qwen3.6-27b,L_vis,all_469,469,469,,,,,,,,0.34754797,0.61407249,0.67803838,0.49324805,0.56289979,0.47974414
ledger_handoff_rca,qwen3.6-27b,L_hyb,headline_289,289,289,,,,,,,,0.29065744,0.53287197,0.60899654,0.42214533,0.49342561,0.41493656
ledger_handoff_rca,qwen3.6-27b,L_txt,headline_289,289,289,,,,,,,,0.2733564,0.52595156,0.60899654,0.4083045,0.47958478,0.40144175
ledger_handoff_rca,qwen3.6-27b,L_vis,headline_289,289,289,,,,,,,,0.23875433,0.4982699,0.57439446,0.37831603,0.45190311,0.36960784
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_ob,90,90,,,,,,,,0.7,0.88888889,0.92222222,0.7962963,0.84444444,0.78740741
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_ob,90,90,,,,,,,,0.7,0.87777778,0.95555556,0.79259259,0.85333333,0.79425926
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_ob,90,90,,,,,,,,0.65555556,0.91111111,0.93333333,0.79259259,0.84888889,0.77222222
ledger_handoff_rca,qwen3.6-27b,L_hyb,re2_tt,90,90,,,,,,,,0.48888889,0.68888889,0.74444444,0.6037037,0.65333333,0.59185185
ledger_handoff_rca,qwen3.6-27b,L_txt,re2_tt,90,90,,,,,,,,0.45555556,0.72222222,0.83333333,0.60740741,0.68222222,0.59981481
ledger_handoff_rca,qwen3.6-27b,L_vis,re2_tt,90,90,,,,,,,,0.38888889,0.68888889,0.75555556,0.56296296,0.63333333,0.54092593
ledger_handoff_rca,qwen3.8-27b,L_hyb,aegislab,96,96,,,,,,,,0.27083333,0.66666667,0.71875,0.51041667,0.59375,0.46961806
ledger_handoff_rca,qwen3.8-27b,L_txt,aegislab,96,96,,,,,,,,0.33333333,0.71875,0.73958333,0.54861111,0.625,0.51041667
ledger_handoff_rca,qwen3.8-27b,L_vis,aegislab,96,96,,,,,,,,0.26041667,0.65625,0.75,0.46875,0.58125,0.45399306
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2022,100,100,,,,,,,,0.26,0.45,0.53,0.36666667,0.424,0.363
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2022,100,100,,,,,,,,0.24,0.46,0.49,0.36333333,0.408,0.34433333
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2022,100,100,,,,,,,,0.2,0.39,0.45,0.30666667,0.358,0.2985
ledger_handoff_rca,qwen3.8-27b,L_hyb,aiops2025,93,93,,,,,,,,0.1827957,0.39784946,0.48387097,0.31182796,0.37204301,0.30250896
ledger_handoff_rca,qwen3.8-27b,L_txt,aiops2025,93,93,,,,,,,,0.1827957,0.3655914,0.40860215,0.30107527,0.33978495,0.28207885
ledger_handoff_rca,qwen3.8-27b,L_vis,aiops2025,93,93,,,,,,,,0.15053763,0.37634409,0.40860215,0.27956989,0.32473118,0.25913978
ledger_handoff_rca,qwen3.8-27b,L_hyb,all_469,469,469,,,,,,,,0.33049041,0.62260128,0.68017058,0.49395878,0.56460554,0.47434257
ledger_handoff_rca,qwen3.8-27b,L_txt,all_469,469,469,,,,,,,,0.36034115,0.63752665,0.66098081,0.5167022,0.57185501,0.48994314
ledger_handoff_rca,qwen3.8-27b,L_vis,all_469,469,469,,,,,,,,0.2793177,0.58208955,0.63752665,0.445629,0.51982942,0.42615494
ledger_handoff_rca,qwen3.8-27b,L_hyb,headline_289,289,289,,,,,,,,0.23875433,0.50519031,0.57785467,0.39677047,0.46366782,0.3789504
ledger_handoff_rca,qwen3.8-27b,L_txt,headline_289,289,289,,,,,,,,0.25259516,0.51557093,0.5467128,0.40484429,0.45813149,0.37946943
ledger_handoff_rca,qwen3.8-27b,L_vis,headline_289,289,289,,,,,,,,0.20415225,0.47404844,0.53633218,0.35178777,0.42145329,0.33748558
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_ob,90,90,,,,,,,,0.55555556,0.85555556,0.9,0.70740741,0.78222222,0.69203704
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_ob,90,90,,,,,,,,0.62222222,0.9,0.9,0.76296296,0.81777778,0.73888889
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_ob,90,90,,,,,,,,0.44444444,0.78888889,0.85555556,0.63333333,0.72222222,0.61296296
ledger_handoff_rca,qwen3.8-27b,L_hyb,re2_tt,90,90,,,,,,,,0.4,0.76666667,0.78888889,0.59259259,0.67111111,0.56296296
ledger_handoff_rca,qwen3.8-27b,L_txt,re2_tt,90,90,,,,,,,,0.44444444,0.76666667,0.78888889,0.62962963,0.69111111,0.59574074
ledger_handoff_rca,qwen3.8-27b,L_vis,re2_tt,90,90,,,,,,,,0.35555556,0.72222222,0.74444444,0.55925926,0.63333333,0.52407407
legacy_q9,gemma-4-26b-a4b,H,aegislab,96,96,0.88078704,0.88078704,0.88078704,1,0.88078704,,,,,,,,
legacy_q9,gemma-4-26b-a4b,P,aegislab,96,96,0.76041667,0.76041667,0.76041667,1,0.76041667,,,,,,,,
legacy_q9,gemma-4-26b-a4b,T,aegislab,96,96,0.90625,0.90625,0.90625,1,0.90625,,,,,,,,
legacy_q9,gemma-4-26b-a4b,V,aegislab,96,96,0.6724537,0.6724537,0.6724537,1,0.6724537,,,,,,,,
legacy_q9,gemma-4-26b-a4b,H,aiops2022,100,100,0.89333333,0.89333333,0.89333333,1,0.89333333,,,,,,,,
legacy_q9,gemma-4-26b-a4b,P,aiops2022,100,100,0.77222222,0.77222222,0.77222222,1,0.77222222,,,,,,,,
legacy_q9,gemma-4-26b-a4b,T,aiops2022,100,100,0.91333333,0.91333333,0.91333333,1,0.91333333,,,,,,,,
legacy_q9,gemma-4-26b-a4b,V,aiops2022,100,100,0.74222222,0.74222222,0.74222222,1,0.74222222,,,,,,,,
legacy_q9,gemma-4-26b-a4b,H,aiops2025,93,93,0.97849462,0.97849462,0.97849462,1,0.97849462,,,,,,,,
legacy_q9,gemma-4-26b-a4b,P,aiops2025,93,93,0.83751493,0.83751493,0.83751493,1,0.83751493,,,,,,,,
legacy_q9,gemma-4-26b-a4b,T,aiops2025,93,93,0.98566308,0.98566308,0.98566308,1,0.98566308,,,,,,,,
legacy_q9,gemma-4-26b-a4b,V,aiops2025,93,93,0.81003584,0.81003584,0.81003584,1,0.81003584,,,,,,,,
legacy_q9,gemma-4-26b-a4b,H,all_469,469,469,0.90499882,0.90499882,0.90499882,1,0.90499882,,,,,,,,
legacy_q9,gemma-4-26b-a4b,P,all_469,469,469,0.76261549,0.76261549,0.76261549,1,0.76261549,,,,,,,,
legacy_q9,gemma-4-26b-a4b,T,all_469,469,469,0.93366501,0.93366501,0.93366501,1,0.93366501,,,,,,,,
legacy_q9,gemma-4-26b-a4b,V,all_469,469,469,0.71997157,0.71997157,0.71997157,1,0.71997157,,,,,,,,
legacy_q9,gemma-4-26b-a4b,H,headline_289,289,289,0.91657055,0.91657055,0.91657055,1,0.91657055,,,,,,,,
legacy_q9,gemma-4-26b-a4b,P,headline_289,289,289,0.7893118,0.7893118,0.7893118,1,0.7893118,,,,,,,,
legacy_q9,gemma-4-26b-a4b,T,headline_289,289,289,0.93425606,0.93425606,0.93425606,1,0.93425606,,,,,,,,
legacy_q9,gemma-4-26b-a4b,V,headline_289,289,289,0.7408689,0.7408689,0.7408689,1,0.7408689,,,,,,,,
legacy_q9,gemma-4-26b-a4b,H,re2_ob,90,90,0.89135802,0.89135802,0.89135802,1,0.89135802,,,,,,,,
legacy_q9,gemma-4-26b-a4b,P,re2_ob,90,90,0.69135802,0.69135802,0.69135802,1,0.69135802,,,,,,,,
legacy_q9,gemma-4-26b-a4b,T,re2_ob,90,90,0.9345679,0.9345679,0.9345679,1,0.9345679,,,,,,,,
legacy_q9,gemma-4-26b-a4b,V,re2_ob,90,90,0.72839506,0.72839506,0.72839506,1,0.72839506,,,,,,,,
legacy_q9,gemma-4-26b-a4b,H,re2_tt,90,90,0.88148148,0.88148148,0.88148148,1,0.88148148,,,,,,,,
legacy_q9,gemma-4-26b-a4b,P,re2_tt,90,90,0.74814815,0.74814815,0.74814815,1,0.74814815,,,,,,,,
legacy_q9,gemma-4-26b-a4b,T,re2_tt,90,90,0.9308642,0.9308642,0.9308642,1,0.9308642,,,,,,,,
legacy_q9,gemma-4-26b-a4b,V,re2_tt,90,90,0.64444444,0.64444444,0.64444444,1,0.64444444,,,,,,,,
legacy_q9,qwen3.6-27b,H,aegislab,96,96,0.89699074,0.89699074,0.89699074,1,0.89699074,,,,,,,,
legacy_q9,qwen3.6-27b,P,aegislab,96,96,0.86226852,0.86226852,0.86226852,1,0.86226852,,,,,,,,
legacy_q9,qwen3.6-27b,T,aegislab,96,96,0.89467593,0.89467593,0.89467593,1,0.89467593,,,,,,,,
legacy_q9,qwen3.6-27b,V,aegislab,96,96,0.82060185,0.82060185,0.82060185,1,0.82060185,,,,,,,,
legacy_q9,qwen3.6-27b,H,aiops2022,100,100,0.90666667,0.90666667,0.90666667,1,0.90666667,,,,,,,,
legacy_q9,qwen3.6-27b,P,aiops2022,100,100,0.86222222,0.86222222,0.86222222,1,0.86222222,,,,,,,,
legacy_q9,qwen3.6-27b,T,aiops2022,100,100,0.90111111,0.90111111,0.90111111,1,0.90111111,,,,,,,,
legacy_q9,qwen3.6-27b,V,aiops2022,100,100,0.88,0.88,0.88,1,0.88,,,,,,,,
legacy_q9,qwen3.6-27b,H,aiops2025,93,93,0.97968937,0.97968937,0.97968937,1,0.97968937,,,,,,,,
legacy_q9,qwen3.6-27b,P,aiops2025,93,93,0.95818399,0.95818399,0.95818399,1,0.95818399,,,,,,,,
legacy_q9,qwen3.6-27b,T,aiops2025,93,93,0.98088411,0.98088411,0.98088411,1,0.98088411,,,,,,,,
legacy_q9,qwen3.6-27b,V,aiops2025,93,93,0.91397849,0.91397849,0.91397849,1,0.91397849,,,,,,,,
legacy_q9,qwen3.6-27b,H,all_469,469,469,0.91921346,0.91921346,0.91921346,1,0.91921346,,,,,,,,
legacy_q9,qwen3.6-27b,P,all_469,469,469,0.88296612,0.88296612,0.88296612,1,0.88296612,,,,,,,,
legacy_q9,qwen3.6-27b,T,all_469,469,469,0.91684435,0.91684435,0.91684435,1,0.91684435,,,,,,,,
legacy_q9,qwen3.6-27b,V,all_469,469,469,0.85737977,0.85737977,0.85737977,1,0.85737977,,,,,,,,
legacy_q9,qwen3.6-27b,H,headline_289,289,289,0.92695117,0.92695117,0.92695117,1,0.92695117,,,,,,,,
legacy_q9,qwen3.6-27b,P,headline_289,289,289,0.89311803,0.89311803,0.89311803,1,0.89311803,,,,,,,,
legacy_q9,qwen3.6-27b,T,headline_289,289,289,0.92464437,0.92464437,0.92464437,1,0.92464437,,,,,,,,
legacy_q9,qwen3.6-27b,V,headline_289,289,289,0.87120338,0.87120338,0.87120338,1,0.87120338,,,,,,,,
legacy_q9,qwen3.6-27b,H,re2_ob,90,90,0.89876543,0.89876543,0.89876543,1,0.89876543,,,,,,,,
legacy_q9,qwen3.6-27b,P,re2_ob,90,90,0.84938272,0.84938272,0.84938272,1,0.84938272,,,,,,,,
legacy_q9,qwen3.6-27b,T,re2_ob,90,90,0.88888889,0.88888889,0.88888889,1,0.88888889,,,,,,,,
legacy_q9,qwen3.6-27b,V,re2_ob,90,90,0.8345679,0.8345679,0.8345679,1,0.8345679,,,,,,,,
legacy_q9,qwen3.6-27b,H,re2_tt,90,90,0.91481481,0.91481481,0.91481481,1,0.91481481,,,,,,,,
legacy_q9,qwen3.6-27b,P,re2_tt,90,90,0.88395062,0.88395062,0.88395062,1,0.88395062,,,,,,,,
legacy_q9,qwen3.6-27b,T,re2_tt,90,90,0.91975309,0.91975309,0.91975309,1,0.91975309,,,,,,,,
legacy_q9,qwen3.6-27b,V,re2_tt,90,90,0.83580247,0.83580247,0.83580247,1,0.83580247,,,,,,,,
legacy_q9,qwen3.8-27b,H,aegislab,96,96,0.88541667,0.88541667,0.88541667,1,0.88541667,,,,,,,,
legacy_q9,qwen3.8-27b,P,aegislab,96,96,0.84143519,0.84143519,0.84143519,1,0.84143519,,,,,,,,
legacy_q9,qwen3.8-27b,T,aegislab,96,96,0.8912037,0.8912037,0.8912037,1,0.8912037,,,,,,,,
legacy_q9,qwen3.8-27b,V,aegislab,96,96,0.78587963,0.78587963,0.78587963,1,0.78587963,,,,,,,,
legacy_q9,qwen3.8-27b,H,aiops2022,100,100,0.89666667,0.89666667,0.89666667,1,0.89666667,,,,,,,,
legacy_q9,qwen3.8-27b,P,aiops2022,100,100,0.85666667,0.85666667,0.85666667,1,0.85666667,,,,,,,,
legacy_q9,qwen3.8-27b,T,aiops2022,100,100,0.89666667,0.89666667,0.89666667,1,0.89666667,,,,,,,,
legacy_q9,qwen3.8-27b,V,aiops2022,100,100,0.83777778,0.83777778,0.83777778,1,0.83777778,,,,,,,,
legacy_q9,qwen3.8-27b,H,aiops2025,93,93,0.89725209,0.89725209,0.89725209,1,0.89725209,,,,,,,,
legacy_q9,qwen3.8-27b,P,aiops2025,93,93,0.87096774,0.87096774,0.87096774,1,0.87096774,,,,,,,,
legacy_q9,qwen3.8-27b,T,aiops2025,93,93,0.90322581,0.90322581,0.90322581,1,0.90322581,,,,,,,,
legacy_q9,qwen3.8-27b,V,aiops2025,93,93,0.83990442,0.83990442,0.83990442,1,0.83990442,,,,,,,,
legacy_q9,qwen3.8-27b,H,all_469,469,469,0.89433783,0.89433783,0.89433783,1,0.89433783,,,,,,,,
legacy_q9,qwen3.8-27b,P,all_469,469,469,0.85856432,0.85856432,0.85856432,1,0.85856432,,,,,,,,
legacy_q9,qwen3.8-27b,T,all_469,469,469,0.89741767,0.89741767,0.89741767,1,0.89741767,,,,,,,,
legacy_q9,qwen3.8-27b,V,all_469,469,469,0.82658138,0.82658138,0.82658138,1,0.82658138,,,,,,,,
legacy_q9,qwen3.8-27b,H,headline_289,289,289,0.89311803,0.89311803,0.89311803,1,0.89311803,,,,,,,,
legacy_q9,qwen3.8-27b,P,headline_289,289,289,0.85620915,0.85620915,0.85620915,1,0.85620915,,,,,,,,
legacy_q9,qwen3.8-27b,T,headline_289,289,289,0.89696271,0.89696271,0.89696271,1,0.89696271,,,,,,,,
legacy_q9,qwen3.8-27b,V,headline_289,289,289,0.82122261,0.82122261,0.82122261,1,0.82122261,,,,,,,,
legacy_q9,qwen3.8-27b,H,re2_ob,90,90,0.89012346,0.89012346,0.89012346,1,0.89012346,,,,,,,,
legacy_q9,qwen3.8-27b,P,re2_ob,90,90,0.84814815,0.84814815,0.84814815,1,0.84814815,,,,,,,,
legacy_q9,qwen3.8-27b,T,re2_ob,90,90,0.88888889,0.88888889,0.88888889,1,0.88888889,,,,,,,,
legacy_q9,qwen3.8-27b,V,re2_ob,90,90,0.84074074,0.84074074,0.84074074,1,0.84074074,,,,,,,,
legacy_q9,qwen3.8-27b,H,re2_tt,90,90,0.90246914,0.90246914,0.90246914,1,0.90246914,,,,,,,,
legacy_q9,qwen3.8-27b,P,re2_tt,90,90,0.87654321,0.87654321,0.87654321,1,0.87654321,,,,,,,,
legacy_q9,qwen3.8-27b,T,re2_tt,90,90,0.90740741,0.90740741,0.90740741,1,0.90740741,,,,,,,,
legacy_q9,qwen3.8-27b,V,re2_tt,90,90,0.82962963,0.82962963,0.82962963,1,0.82962963,,,,,,,,
matched_rca,gemma-4-26b-a4b,F,aegislab,96,96,,,,,,,,0.4375,0.48958333,0.48958333,0.46875,0.47708333,0.46180556
matched_rca,gemma-4-26b-a4b,H,aegislab,96,96,,,,,,,,0.45833333,0.52083333,0.52083333,0.49305556,0.50416667,0.48611111
matched_rca,gemma-4-26b-a4b,P,aegislab,96,96,,,,,,,,0.30208333,0.41666667,0.41666667,0.36458333,0.38541667,0.35243056
matched_rca,gemma-4-26b-a4b,R,aegislab,96,96,,,,,,,,0.39583333,0.45833333,0.45833333,0.43055556,0.44166667,0.42361111
matched_rca,gemma-4-26b-a4b,T,aegislab,96,96,,,,,,,,0.46875,0.51041667,0.51041667,0.49305556,0.5,0.48784722
matched_rca,gemma-4-26b-a4b,V,aegislab,96,96,,,,,,,,0.42708333,0.46875,0.48958333,0.45138889,0.46458333,0.45086806
matched_rca,gemma-4-26b-a4b,F,aiops2022,100,100,,,,,,,,0.33,0.39,0.4,0.36666667,0.378,0.36033333
matched_rca,gemma-4-26b-a4b,H,aiops2022,100,100,,,,,,,,0.29,0.37,0.37,0.34,0.352,0.32833333
matched_rca,gemma-4-26b-a4b,P,aiops2022,100,100,,,,,,,,0.19,0.27,0.27,0.23333333,0.248,0.225
matched_rca,gemma-4-26b-a4b,R,aiops2022,100,100,,,,,,,,0.26,0.33,0.33,0.30333333,0.314,0.29333333
matched_rca,gemma-4-26b-a4b,T,aiops2022,100,100,,,,,,,,0.28,0.35,0.35,0.32666667,0.336,0.315
matched_rca,gemma-4-26b-a4b,V,aiops2022,100,100,,,,,,,,0.3,0.34,0.34,0.32666667,0.332,0.32
matched_rca,gemma-4-26b-a4b,F,aiops2025,93,93,,,,,,,,0.19354839,0.29032258,0.29032258,0.25089606,0.26666667,0.23835125
matched_rca,gemma-4-26b-a4b,H,aiops2025,93,93,,,,,,,,0.20430108,0.27956989,0.29032258,0.25448029,0.2688172,0.24462366
matched_rca,gemma-4-26b-a4b,P,aiops2025,93,93,,,,,,,,0.19354839,0.24731183,0.24731183,0.22222222,0.23225806,0.21684588
matched_rca,gemma-4-26b-a4b,R,aiops2025,93,93,,,,,,,,0.19354839,0.2688172,0.29032258,0.2437276,0.26021505,0.23602151
matched_rca,gemma-4-26b-a4b,T,aiops2025,93,93,,,,,,,,0.20430108,0.27956989,0.30107527,0.2437276,0.26666667,0.24193548
matched_rca,gemma-4-26b-a4b,V,aiops2025,93,93,,,,,,,,0.16129032,0.23655914,0.23655914,0.20430108,0.2172043,0.1953405
matched_rca,gemma-4-26b-a4b,F,all_469,469,469,,,,,,,,0.45415778,0.54584222,0.54797441,0.50604122,0.52238806,0.49580668
matched_rca,gemma-4-26b-a4b,H,all_469,469,469,,,,,,,,0.45628998,0.54157783,0.55223881,0.50675195,0.52452026,0.49829424
matched_rca,gemma-4-26b-a4b,P,all_469,469,469,,,,,,,,0.3326226,0.44136461,0.445629,0.39303483,0.41364606,0.38191187
matched_rca,gemma-4-26b-a4b,R,all_469,469,469,,,,,,,,0.42217484,0.49466951,0.50319829,0.46410803,0.47889126,0.45714286
matched_rca,gemma-4-26b-a4b,T,all_469,469,469,,,,,,,,0.45202559,0.53091684,0.54157783,0.49822317,0.51513859,0.49083156
matched_rca,gemma-4-26b-a4b,V,all_469,469,469,,,,,,,,0.42643923,0.48187633,0.48827292,0.45913291,0.46993603,0.45341151
matched_rca,gemma-4-26b-a4b,F,headline_289,289,289,,,,,,,,0.32179931,0.39100346,0.39446367,0.3633218,0.37508651,0.35478662
matched_rca,gemma-4-26b-a4b,H,headline_289,289,289,,,,,,,,0.3183391,0.39100346,0.39446367,0.3633218,0.37577855,0.35380623
matched_rca,gemma-4-26b-a4b,P,headline_289,289,289,,,,,,,,0.2283737,0.31141869,0.31141869,0.2733564,0.28858131,0.26470588
matched_rca,gemma-4-26b-a4b,R,headline_289,289,289,,,,,,,,0.28373702,0.35294118,0.35986159,0.32641292,0.33910035,0.31816609
matched_rca,gemma-4-26b-a4b,T,headline_289,289,289,,,,,,,,0.3183391,0.38062284,0.38754325,0.35524798,0.36816609,0.34890427
matched_rca,gemma-4-26b-a4b,V,headline_289,289,289,,,,,,,,0.29757785,0.34948097,0.35640138,0.32871972,0.33910035,0.3233564
matched_rca,gemma-4-26b-a4b,F,re2_ob,90,90,,,,,,,,0.73333333,0.86666667,0.86666667,0.8,0.82666667,0.78888889
matched_rca,gemma-4-26b-a4b,H,re2_ob,90,90,,,,,,,,0.76666667,0.87777778,0.9,0.82592593,0.85555556,0.82037037
matched_rca,gemma-4-26b-a4b,P,re2_ob,90,90,,,,,,,,0.61111111,0.73333333,0.74444444,0.67407407,0.70222222,0.66574074
matched_rca,gemma-4-26b-a4b,R,re2_ob,90,90,,,,,,,,0.78888889,0.84444444,0.85555556,0.81481481,0.83111111,0.81388889
matched_rca,gemma-4-26b-a4b,T,re2_ob,90,90,,,,,,,,0.75555556,0.86666667,0.87777778,0.81851852,0.84222222,0.80833333
matched_rca,gemma-4-26b-a4b,V,re2_ob,90,90,,,,,,,,0.74444444,0.85555556,0.85555556,0.80740741,0.82666667,0.79444444
matched_rca,gemma-4-26b-a4b,F,re2_tt,90,90,,,,,,,,0.6,0.72222222,0.72222222,0.67037037,0.69111111,0.65555556
matched_rca,gemma-4-26b-a4b,H,re2_tt,90,90,,,,,,,,0.58888889,0.68888889,0.71111111,0.64814815,0.67111111,0.64018519
matched_rca,gemma-4-26b-a4b,P,re2_tt,90,90,,,,,,,,0.38888889,0.56666667,0.57777778,0.4962963,0.52666667,0.47444444
matched_rca,gemma-4-26b-a4b,R,re2_tt,90,90,,,,,,,,0.5,0.6,0.61111111,0.55555556,0.57555556,0.54666667
matched_rca,gemma-4-26b-a4b,T,re2_tt,90,90,,,,,,,,0.57777778,0.67777778,0.7,0.63703704,0.66,0.62907407
matched_rca,gemma-4-26b-a4b,V,re2_tt,90,90,,,,,,,,0.52222222,0.53333333,0.54444444,0.52962963,0.53333333,0.53
matched_rca,qwen3.6-27b,F,aegislab,41,41,,,,,,,,0.19512195,0.6097561,0.7804878,0.42276423,0.55609756,0.41829268
